kappa,noop_solved,noop_problems,noop_median_ms,noop_mean_ms,noop_median_evals,noop_mean_evals,noop_median_path,noop_unsafe,noop_audited,noop_misses,noop_self_colliding,safe_solved,safe_problems,safe_median_ms,safe_mean_ms,safe_median_evals,safe_mean_evals,safe_median_path,safe_unsafe,safe_audited,safe_misses,safe_self_colliding,delta_median_ms_pct,delta_mean_ms_pct,delta_median_evals_pct,delta_mean_evals_pct,delta_median_path_pct
20,140,140,0.8111955,3.6273195714285715,329.5,1385.4857142857143,9.59881,680,98064,0,0,140,140,0.745703,3.67913355,310.0,1400.6285714285714,9.460450000000002,647,97423,0,0,-8.073577824334572,1.428437102138817,-5.918057663125948,1.092963787841291,-1.4414286770964182
