scene,planner,solved,time_ms_p10,time_ms_p25,time_ms_p50,time_ms_p75,time_ms_p90,vertices_p10,vertices_p25,vertices_p50,vertices_p75,vertices_p90,evaluations_p10,evaluations_p25,evaluations_p50,evaluations_p75,evaluations_p90
box,rrtconnect,100,1.925551,3.3527975000000003,5.125635,7.98801,11.709720000000003,7.0,10.0,13.5,22.25,29.0,995.8000000000001,1607.75,2314.0,4106.75,5380.100000000001
box,qp-fixed,100,2.128106,2.96786,4.832470000000001,10.397025,18.40922,6.0,6.0,8.0,15.0,23.300000000000026,402.8,448.75,673.5,1452.0,2278.5000000000036
box,qp-lipsch,100,0.9057701,1.1192024999999999,2.19569,5.9396450000000005,13.282280000000005,6.0,6.0,8.0,14.25,27.0,123.8,154.75,303.0,787.75,1584.1000000000033
box,qp-free,100,16.30851,28.153525,43.086,69.550075,99.63006000000006,25.700000000000003,42.5,64.5,102.5,149.10000000000008,2778.4,4781.0,7643.5,12595.0,17909.600000000013
box,qp-envelope,100,0.5523647,0.73284475,1.2768899999999999,3.60232,8.367706,6.0,6.0,8.0,14.25,25.10000000000001,53.0,80.0,158.0,422.75,952.1000000000003
cage,rrtconnect,99,43.03014,83.08945,244.981,523.3755000000001,881.0920000000001,104.6,208.0,656.0,1411.5,2868.6000000000004,20590.6,40124.0,111838.0,222284.0,401898.0000000001
cage,qp-fixed,99,21.3758,55.03785,115.478,187.97549999999998,273.69320000000005,23.8,45.0,86.0,127.0,175.8,3687.4,7103.5,17033.0,27973.5,43676.6
cage,qp-lipsch,99,14.29876,39.120450000000005,99.7439,183.3675,235.15560000000002,24.0,44.5,87.0,129.0,176.8,2068.4,4866.0,12858.0,22592.0,34008.4
cage,qp-free,12,1027.2079,2705.71,4124.615,5950.765,6654.067,2116.2000000000003,4454.25,7494.5,10418.25,15871.200000000003,198401.7,375036.0,588607.5,780887.25,1129316.1
cage,qp-envelope,99,10.125436,27.248199999999997,84.3892,140.113,198.10880000000003,23.8,43.0,93.0,131.5,176.60000000000002,1409.0,3314.0,9856.0,18436.5,27819.4
table_pick,rrtconnect,100,1.688892,2.49814,3.75249,6.253915,10.429210000000008,7.0,8.0,10.0,17.0,23.10000000000001,865.8,1171.0,1667.5,2989.25,4410.2000000000035
table_pick,qp-fixed,100,2.104881,2.8346325,4.128535,4.8904275,7.336209000000015,5.0,6.0,7.0,7.0,13.0,399.4,505.5,645.0,737.75,1150.6000000000008
table_pick,qp-lipsch,100,0.5098098,0.6882162500000001,1.0811899999999999,2.4464575,4.605174000000012,5.0,6.0,7.0,7.0,13.100000000000009,72.9,101.0,148.0,332.75,629.4000000000004
table_pick,qp-free,100,22.04846,41.737449999999995,71.69645,152.39000000000001,274.24420000000015,32.8,61.0,111.5,218.0,437.6000000000013,3654.5,7082.25,12795.5,25028.5,47056.10000000013
table_pick,qp-envelope,100,0.38579549999999996,0.53814275,0.7761595,1.9587225,3.769527000000007,5.0,6.0,7.0,8.0,15.0,44.0,58.75,87.0,262.5,485.9000000000001
table_under_pick,rrtconnect,58,2.761477,3.8495975000000002,5.11397,6.75605,8.532856000000004,8.0,10.0,13.5,16.0,20.300000000000004,1156.8,1625.75,2296.0,2862.75,3821.6000000000004
table_under_pick,qp-fixed,58,5.298349999999999,8.193455,15.5611,31.62615,52.59538000000002,10.0,12.25,17.0,31.75,49.90000000000001,764.6,1291.75,2112.5,3923.0,7718.200000000001
table_under_pick,qp-lipsch,58,2.9594300000000002,4.812732499999999,12.0953,26.189575,43.57892000000001,10.0,12.25,17.0,31.75,53.0,413.3,734.0,1403.5,3094.0,5838.100000000001
table_under_pick,qp-free,57,10.545292,14.451,24.4805,37.998400000000004,78.37153999999998,16.6,26.0,37.0,66.0,112.39999999999996,1761.4,2713.0,3793.0,7504.0,13049.199999999997
table_under_pick,qp-envelope,58,1.8274400000000002,3.05696,9.323345,18.332949999999997,35.067980000000006,10.0,12.0,17.0,32.75,52.300000000000004,193.1,524.25,1042.5,2293.75,4650.700000000003
