seed,scene,problem,method,eligible,solved,seconds,samples,vertices,path_length,waypoints,audited_states,unsafe_states,min_clearance,min_self_overlap,self_colliding,misses,rad_per_call,coarse_fraction,primary_samples,productive_samples,vertices_per_sample,picard_attempts,picard_accepted,picard_fallbacks,hop_floored,hop_at_region,hop_edge_limited,qp_calls,qp_rows,qp_solves,gate_blocked,gate_repaired
1,bookshelf_tall,21,isSafe,1,1,0.383464,51454,271,16.3304,10,818,0,0.00524445,0.00221633,0,0,0,0,1480,267,0.183108,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,21,qpFixed,1,1,0.0186359,899,11,9.30225,628,628,0,0.00502899,0.00210395,0,0,0.0125067,0,2,2,5.5,0,0,0,1,0,0,899,263968,466,0,466
1,bookshelf_tall,21,qpPlain,1,1,0.0189619,899,11,9.30225,628,628,0,0.00502899,0.00210395,0,0,0.0125067,0,2,2,5.5,0,0,0,1,0,0,899,307458,899,0,466
1,bookshelf_tall,21,qpAdaptive,1,1,0.00601836,331,10,9.3007,526,526,0,0.00502899,0.00210794,0,0,0.0338871,0.543807,2,2,5,0,0,0,0.450151,0.52568,0.0241692,331,102037,297,0,297
1,bookshelf_tall,21,qpFreeGate,1,1,3.72753,304727,3538,14.1311,1036,1036,0,0.00524445,0.00249477,0,0,0.0129011,0,18992,3535,0.186289,0,0,0,1,0,0,304727,92103305,0,20499,0
1,bookshelf_tall,21,qpFreeEnvelope,1,1,0.290913,12289,1702,19.968,1026,1026,0,0.00524445,0.00249477,0,0,0.167436,0.316381,7640,1695,0.222775,0,0,0,0.000512295,0.756404,0.243084,12289,3859468,0,8385,0
1,bookshelf_tall,21,qpEnvelope,1,1,0.00401662,175,8,9.25414,483,483,0,0.00502899,0.00217642,0,0,0.0639137,0.331429,2,2,4,0,0,0,0.668571,0.297143,0.0342857,175,53288,164,0,164
1,bookshelf_tall,21,VAMP,1,1,0.00548023,78338,296,19.8891,11,996,0,0.00214101,0.00221547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,46,isSafe,1,1,0.00843764,1095,7,6.74167,5,339,0,0.00151633,0.00249477,0,0,0,0,20,3,0.35,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,46,qpFixed,1,1,0.00680195,349,6,5.95168,350,350,0,0.00299088,0.00249477,0,0,0.0170535,0,1,1,6,0,0,0,1,0,0,349,89308,78,0,78
1,bookshelf_tall,46,qpPlain,1,1,0.00731488,349,6,5.95168,350,350,0,0.00299088,0.00249477,0,0,0.0170535,0,1,1,6,0,0,0,1,0,0,349,119358,349,0,78
1,bookshelf_tall,46,qpAdaptive,1,1,0.00107938,72,6,5.95184,338,338,0,0.00299088,0.00249477,0,0,0.0826644,0.861111,1,1,6,0,0,0,0.125,0.819444,0.0555556,72,20797,46,0,46
1,bookshelf_tall,46,qpFreeGate,1,1,0.0217579,1852,18,14.1769,937,937,0,0.00299088,0.00249477,0,0,0.0142272,0,44,14,0.409091,0,0,0,1,0,0,1852,535120,0,48,0
1,bookshelf_tall,46,qpFreeEnvelope,1,1,0.0026894,105,19,15.7108,807,807,0,0.00299088,0.00249477,0,0,0.26167,0.542857,44,15,0.431818,0,0,0,0,0.789474,0.210526,105,31099,0,48,0
