seed,scene,problem,method,eligible,solved,seconds,samples,vertices,path_length,waypoints,audited_states,unsafe_states,min_clearance,min_self_overlap,self_colliding,misses,rad_per_call,coarse_fraction,primary_samples,productive_samples,vertices_per_sample,picard_attempts,picard_accepted,picard_fallbacks,hop_floored,hop_at_region,hop_edge_limited,qp_calls,qp_rows,qp_solves,gate_blocked,gate_repaired
1,bookshelf_tall,17,isSafe,1,1,0.0219747,3019,17,11.0024,7,552,0,0.00496561,0.00249477,0,0,0,0,48,13,0.354167,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,17,qpFixed,1,1,0.0111276,550,7,6.5135,551,551,0,0.00198155,0.00249477,0,0,0.0118427,0,1,1,7,0,0,0,1,0,0,550,141909,358,0,358
1,bookshelf_tall,17,qpPlain,1,1,0.0117784,550,7,6.5135,551,551,0,0.00198155,0.00249477,0,0,0.0118427,0,1,1,7,0,0,0,1,0,0,550,188100,550,0,358
1,bookshelf_tall,17,qpAdaptive,1,1,0.00773632,366,7,6.51338,488,488,0,0.00198058,0.00249477,0,0,0.0177961,0.166667,1,1,7,0,0,0,0.830601,0.15847,0.010929,366,97500,347,0,347
1,bookshelf_tall,17,qpFreeGate,1,1,0.0603049,5249,41,22.9271,1774,1774,0,0.00496561,0.00249477,0,0,0.0129067,0,183,36,0.224044,0,0,0,1,0,0,5249,1519436,0,197,0
1,bookshelf_tall,17,qpFreeEnvelope,1,1,0.0164332,732,99,29.2833,1494,1494,0,0.00496561,0.00249477,0,0,0.205646,0.394809,386,93,0.256477,0,0,0,0.0268456,0.812081,0.161074,732,214791,0,434,0
1,bookshelf_tall,17,qpEnvelope,1,1,0.0045198,213,7,6.51861,432,432,0,0.00197512,0.00249477,0,0,0.0306038,0.159624,1,1,7,0,0,0,0.840376,0.13615,0.0234742,213,58363,206,0,206
1,bookshelf_tall,17,VAMP,1,1,0.000253335,2983,18,7.30232,5,367,0,0.00496561,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,43,isSafe,1,1,0.191106,23031,119,13.7959,8,691,0,0.00208232,0.00249477,0,0,0,0,659,116,0.180577,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,43,qpFixed,1,1,0.0142868,695,7,8.32635,696,696,0,0.00118429,0.000592541,0,0,0.0119804,0,1,1,7,0,0,0,1,0,0,695,196450,249,0,249
