seed,scene,problem,method,eligible,solved,seconds,samples,vertices,path_length,waypoints,audited_states,unsafe_states,min_clearance,min_self_overlap,self_colliding,misses,rad_per_call,coarse_fraction,primary_samples,productive_samples,vertices_per_sample,picard_attempts,picard_accepted,picard_fallbacks,hop_floored,hop_at_region,hop_edge_limited,qp_calls,qp_rows,qp_solves,gate_blocked,gate_repaired
1,bookshelf_tall,10,isSafe,1,1,0.00711303,956,7,9.00351,6,452,0,0.00394803,0.00249477,0,0,0,0,17,3,0.411765,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,10,qpFixed,1,1,0.033442,1600,20,13.147,988,988,0,0.00317478,0.00249477,0,0,0.0123585,0,5,5,4,0,0,0,1,0,0,1600,464228,1399,0,1399
1,bookshelf_tall,10,qpPlain,1,1,0.0340228,1600,20,13.147,988,988,0,0.00317478,0.00249477,0,0,0.0123585,0,5,5,4,0,0,0,1,0,0,1600,547200,1600,0,1399
1,bookshelf_tall,10,qpAdaptive,1,1,0.0191967,1043,21,13.1508,884,884,0,0.00316835,0.00249477,0,0,0.0189698,0.431448,5,5,4.2,0,0,0,0.560882,0.422819,0.0162991,1043,305998,988,0,988
1,bookshelf_tall,10,qpFreeGate,1,1,0.0615519,5401,47,9.8878,716,716,0,0.00396562,0.00249477,0,0,0.0141961,0,181,43,0.259669,0,0,0,1,0,0,5401,1590570,0,201,0
1,bookshelf_tall,10,qpFreeEnvelope,1,1,0.00869508,369,55,13.0997,670,670,0,0.00396562,0.00249477,0,0,0.216883,0.439024,181,51,0.303867,0,0,0,0.00613497,0.828221,0.165644,369,110752,0,206,0
1,bookshelf_tall,10,qpEnvelope,1,1,0.00830331,415,18,13.1995,743,743,0,0.00317733,0.00249477,0,0,0.0477428,0.344578,5,5,3.6,0,0,0,0.655422,0.303614,0.0409639,415,122631,399,0,399
1,bookshelf_tall,10,VAMP,1,1,8.4047e-05,1150,7,9.00351,6,452,0,0.00394803,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,36,isSafe,1,1,0.0205517,2800,16,13.4981,8,676,0,0.00318853,0.00249477,0,0,0,0,23,11,0.695652,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,36,qpFixed,1,1,0.133434,6247,43,20.5231,1741,1741,0,0.000182064,0.00154802,0,0,0.00870182,0,18,14,2.38889,0,0,0,1,0,0,6246,1792946,5733,0,5733
