seed,scene,problem,method,eligible,solved,seconds,samples,vertices,path_length,waypoints,audited_states,unsafe_states,min_clearance,min_self_overlap,self_colliding,misses,rad_per_call,coarse_fraction,primary_samples,productive_samples,vertices_per_sample,picard_attempts,picard_accepted,picard_fallbacks,hop_floored,hop_at_region,hop_edge_limited,qp_calls,qp_rows,qp_solves,gate_blocked,gate_repaired
1,bookshelf_tall,7,isSafe,1,1,0.00987188,2177,13,17.0904,10,856,0,0.00906695,0.00249477,0,0,0,0,23,8,0.565217,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,7,qpFixed,1,1,0.0129261,1036,9,8.33119,684,684,0,0.00906695,0.00249477,0,0,0.0114184,0,2,2,4.5,0,0,0,1,0,0,1036,309611,679,0,679
1,bookshelf_tall,7,qpPlain,1,1,0.0132794,1036,9,8.33119,684,684,0,0.00906695,0.00249477,0,0,0.0114184,0,2,2,4.5,0,0,0,1,0,0,1036,354312,1036,0,679
1,bookshelf_tall,7,qpAdaptive,1,1,0.00478196,445,9,8.32392,522,522,0,0.00906695,0.00249477,0,0,0.026619,0.642697,2,2,4.5,0,0,0,0.355056,0.629213,0.0157303,445,137008,389,0,389
1,bookshelf_tall,7,qpFreeGate,1,1,0.0509687,7018,63,20.5578,1483,1483,0,0.00906695,0.00249477,0,0,0.0134264,0,189,58,0.333333,0,0,0,1,0,0,7018,2067009,0,222,0
1,bookshelf_tall,7,qpFreeEnvelope,1,1,0.00597239,374,56,15.865,812,812,0,0.00906695,0.00249477,0,0,0.23421,0.454545,179,52,0.312849,0,0,0,0,0.835294,0.164706,374,114053,0,204,0
1,bookshelf_tall,7,qpEnvelope,1,1,0.00152378,112,9,8.25967,433,433,0,0.00906695,0.00249477,0,0,0.105149,0.732143,2,2,4.5,0,0,0,0.25,0.678571,0.0714286,112,34226,97,0,97
1,bookshelf_tall,7,VAMP,1,1,9.0637e-05,1929,15,15.2522,9,764,0,0.00906695,0.00105678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,33,isSafe,1,1,0.0483206,10450,47,12.0293,8,603,0,0.000260518,0.00249477,0,0,0,0,172,43,0.273256,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,33,qpFixed,1,1,0.00393345,323,5,5.52848,324,324,0,0.00326106,0.00249477,0,0,0.017116,0,1,1,5,0,0,0,1,0,0,323,81992,65,0,65
1,bookshelf_tall,33,qpPlain,1,1,0.00401205,323,5,5.52848,324,324,0,0.00326106,0.00249477,0,0,0.017116,0,1,1,5,0,0,0,1,0,0,323,110466,323,0,65
1,bookshelf_tall,33,qpAdaptive,1,1,0.000624011,63,5,5.51838,307,307,0,0.00326106,0.00249477,0,0,0.0875933,0.730159,1,1,5,0,0,0,0.269841,0.68254,0.047619,63,18656,37,0,37
1,bookshelf_tall,33,qpFreeGate,1,1,0.585903,78377,755,16.1929,1117,1117,0,0.00341572,0.00249477,0,0,0.013152,0,3592,750,0.210189,0,0,0,1,0,0,78377,23561471,0,3967,0
1,bookshelf_tall,33,qpFreeEnvelope,1,1,0.0341194,2226,299,24.9173,1273,1273,0,0.00341572,0.00249477,0,0,0.1872,0.345463,1259,294,0.23749,0,0,0,0.0541205,0.771218,0.174662,2226,674812,0,1413,0
1,bookshelf_tall,33,qpEnvelope,1,1,0.000414999,32,5,5.53093,292,292,0,0.00326106,0.00249477,0,0,0.172842,0.75,1,1,5,0,0,0,0.25,0.65625,0.09375,32,9402,21,0,21
1,bookshelf_tall,33,VAMP,1,1,0.000417427,13434,47,12.0293,8,603,0,0.000260518,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
