seed,scene,problem,method,eligible,solved,seconds,samples,vertices,path_length,waypoints,audited_states,unsafe_states,min_clearance,min_self_overlap,self_colliding,misses,rad_per_call,coarse_fraction,primary_samples,productive_samples,vertices_per_sample,picard_attempts,picard_accepted,picard_fallbacks,hop_floored,hop_at_region,hop_edge_limited,qp_calls,qp_rows,qp_solves,gate_blocked,gate_repaired
1,bookshelf_tall,8,isSafe,1,1,0.016962,3780,21,12.7542,8,639,0,0.00427847,0.00249477,0,0,0,0,38,16,0.552632,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,8,qpFixed,1,1,0.0124536,1012,10,12.243,934,934,0,0.00105303,0.00249477,0,0,0.0128982,0,2,2,5,0,0,0,1,0,0,1010,274737,458,0,458
1,bookshelf_tall,8,qpPlain,1,1,0.0130677,1012,10,12.243,934,934,0,0.00105303,0.00249477,0,0,0.0128982,0,2,2,5,0,0,0,1,0,0,1010,345420,1010,0,458
1,bookshelf_tall,8,qpAdaptive,1,1,0.00569832,453,10,12.25,771,771,0,0.00105723,0.00249477,0,0,0.0289584,0.304636,2,2,5,0,0,0,0.694013,0.2949,0.0110865,451,127889,399,0,399
1,bookshelf_tall,8,qpFreeGate,1,1,0.0326984,4303,35,15.0102,1077,1077,0,0.00427847,0.00249477,0,0,0.0137729,0,87,28,0.402299,0,0,0,1,0,0,4303,1271836,0,96,0
1,bookshelf_tall,8,qpFreeEnvelope,1,1,0.00360562,212,34,13.1075,672,672,0,0.00427847,0.00249477,0,0,0.241567,0.523585,87,28,0.390805,0,0,0,0.00884956,0.823009,0.168142,212,63905,0,99,0
1,bookshelf_tall,8,qpEnvelope,1,1,0.00333297,231,10,12.2847,686,686,0,0.00101639,0.00249477,0,0,0.0567368,0.285714,2,2,5,0,0,0,0.71179,0.262009,0.0262009,229,64051,214,0,214
1,bookshelf_tall,8,VAMP,1,1,0.00013155,2756,21,12.7542,8,639,0,0.00427847,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,34,isSafe,1,1,0.212111,46090,241,13.5468,9,679,0,0.00982174,0.000460666,0,0,0,0,1325,237,0.181887,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,34,qpFixed,1,1,0.0307322,2220,24,12.9092,1187,1187,0,0.000802281,0.00249477,0,0,0.00985132,0,7,6,3.42857,0,0,0,1,0,0,2220,684850,2195,0,2195
1,bookshelf_tall,34,qpPlain,1,1,0.0303078,2220,24,12.9092,1187,1187,0,0.000802281,0.00249477,0,0,0.00985132,0,7,6,3.42857,0,0,0,1,0,0,2220,759240,2220,0,2195
1,bookshelf_tall,34,qpAdaptive,1,1,0.0146999,1245,19,8.35985,581,581,0,0.00155629,0.00249477,0,0,0.0174929,0.564659,7,6,2.71429,0,0,0,0.427309,0.558233,0.0144578,1245,388987,1216,0,1216
1,bookshelf_tall,34,qpFreeGate,1,1,0.352031,46525,434,20.6685,1414,1414,0,0.00889524,0.00249477,0,0,0.0133288,0,1981,429,0.219081,0,0,0,1,0,0,46525,14065140,0,2213,0
1,bookshelf_tall,34,qpFreeEnvelope,1,1,0.0297144,1812,257,22.6888,1162,1162,0,0.00982174,0.00249477,0,0,0.204262,0.383554,982,250,0.261711,0,0,0,0,0.822857,0.177143,1812,571176,0,1112,0
