seed,scene,problem,method,eligible,solved,seconds,samples,vertices,path_length,waypoints,audited_states,unsafe_states,min_clearance,min_self_overlap,self_colliding,misses,rad_per_call,coarse_fraction,primary_samples,productive_samples,vertices_per_sample,picard_attempts,picard_accepted,picard_fallbacks,hop_floored,hop_at_region,hop_edge_limited,qp_calls,qp_rows,qp_solves,gate_blocked,gate_repaired
1,bookshelf_tall,5,isSafe,1,1,0.0934983,20197,103,11.7274,7,588,0,0.0040563,0.00249477,0,0,0,0,526,100,0.195817,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,5,qpFixed,1,1,0.0370924,2885,19,13.9248,1012,1012,0,0.00413967,0.00249477,0,0,0.0105599,0,11,8,1.72727,0,0,0,1,0,0,2883,874571,1874,0,1874
1,bookshelf_tall,5,qpPlain,1,1,0.0373291,2885,19,13.9248,1012,1012,0,0.00413967,0.00249477,0,0,0.0105599,0,11,8,1.72727,0,0,0,1,0,0,2883,985986,2883,0,1874
1,bookshelf_tall,5,qpAdaptive,1,1,0.0167718,1386,18,13.9396,797,797,0,0.00413967,0.00249477,0,0,0.0220198,0.411255,11,8,1.63636,0,0,0,0.584538,0.404624,0.0108382,1384,433368,1272,0,1272
1,bookshelf_tall,5,qpFreeGate,1,1,0.360255,47953,447,16.494,1232,1232,0,0.00441104,0.00249477,0,0,0.0131148,0,2097,439,0.213162,0,0,0,1,0,0,47953,14405574,0,2323,0
1,bookshelf_tall,5,qpFreeEnvelope,1,1,0.0342933,2211,301,10.8397,559,559,0,0.00441104,0.00249477,0,0,0.193047,0.360018,1262,295,0.23851,0,0,0,0.00249377,0.810474,0.187032,2211,699995,0,1409,0
1,bookshelf_tall,5,qpEnvelope,1,1,0.00788439,583,14,12.3465,646,646,0,0.00413967,0.00249477,0,0,0.0392209,0.365352,8,6,1.75,0,0,0,0.633391,0.344234,0.0223752,581,181203,556,0,556
1,bookshelf_tall,5,VAMP,1,1,0.000930794,28350,113,11.7274,7,588,0,0.0040563,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,31,isSafe,1,1,0.00839526,1808,11,11.7851,7,591,0,0.0032764,0.00249477,0,0,0,0,18,7,0.611111,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,31,qpFixed,1,1,0.0443066,3259,19,16.6056,1315,1315,0,0.000333707,0.00048563,0,0,0.00943482,0,12,8,1.58333,0,0,0,1,0,0,3258,912312,2528,0,2528
1,bookshelf_tall,31,qpPlain,1,1,0.0453103,3259,19,16.6056,1315,1315,0,0.000333707,0.00048563,0,0,0.00943482,0,12,8,1.58333,0,0,0,1,0,0,3258,1114236,3258,0,2528
1,bookshelf_tall,31,qpAdaptive,1,1,0.0283906,2044,20,16.59,1092,1092,0,0.000331279,0.000443394,0,0,0.015055,0.19227,12,8,1.66667,0,0,0,0.805188,0.18649,0.0083211,2043,584297,1956,0,1956
1,bookshelf_tall,31,qpFreeGate,1,1,1.9348,252565,2803,34.999,2445,2445,0,0.00742549,0.00249477,0,0,0.0127647,0,17399,2797,0.161101,0,0,0,1,0,0,252565,76347124,0,18675,0
1,bookshelf_tall,31,qpFreeEnvelope,1,1,0.631037,40459,4986,21.1373,1097,1097,0,0.00730896,0.00249477,0,0,0.125684,0.261227,27812,4976,0.179275,0,0,0,0,0.723657,0.276343,40459,12534678,0,29849,0
1,bookshelf_tall,31,qpEnvelope,1,1,0.0224168,1498,19,18.7955,1176,1176,0,0.000287355,0.000675114,0,0,0.0200717,0.102804,12,8,1.58333,0,0,0,0.897128,0.0935204,0.00935204,1497,429276,1460,0,1460
1,bookshelf_tall,31,VAMP,1,1,7.4183e-05,1041,12,11.7851,7,591,0,0.0032764,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,55,isSafe,1,1,0.0164894,3392,19,10.825,7,543,0,0.00105226,0.00249477,0,0,0,0,54,15,0.351852,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,55,qpFixed,1,1,0.00635309,490,6,6.64791,491,491,0,0.0049419,0.00249477,0,0,0.0135672,0,1,1,6,0,0,0,1,0,0,490,139777,225,0,225
