seed,scene,problem,method,eligible,solved,seconds,samples,vertices,path_length,waypoints,audited_states,unsafe_states,min_clearance,min_self_overlap,self_colliding,misses,rad_per_call,coarse_fraction,primary_samples,productive_samples,vertices_per_sample,picard_attempts,picard_accepted,picard_fallbacks,hop_floored,hop_at_region,hop_edge_limited,qp_calls,qp_rows,qp_solves,gate_blocked,gate_repaired
1,bookshelf_tall,16,isSafe,1,1,0.0239465,3290,18,13.3692,8,670,0,0.0070146,0.000512715,0,0,0,0,70,14,0.257143,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,16,qpFixed,1,1,0.012039,596,7,7.2273,597,597,0,0.00253042,0.0012728,0,0,0.0121263,0,1,1,7,0,0,0,1,0,0,596,167284,341,0,341
1,bookshelf_tall,16,qpPlain,1,1,0.0123365,596,7,7.2273,597,597,0,0.00253042,0.0012728,0,0,0.0121263,0,1,1,7,0,0,0,1,0,0,596,203832,596,0,341
1,bookshelf_tall,16,qpAdaptive,1,1,0.00483758,264,7,7.22058,478,478,0,0.00249926,0.00125308,0,0,0.0273507,0.393939,1,1,7,0,0,0,0.606061,0.378788,0.0151515,264,76149,222,0,222
1,bookshelf_tall,16,qpFreeGate,1,1,0.425563,36674,313,27.8683,1958,1958,0,0.0070146,0.00249477,0,0,0.0132879,0,1432,310,0.218575,0,0,0,1,0,0,36674,11016105,0,1583,0
1,bookshelf_tall,16,qpFreeEnvelope,1,1,0.0517762,2181,277,24.7272,1260,1260,0,0.0070146,0.00249477,0,0,0.185347,0.421366,1067,273,0.259606,0,0,0,0.0553846,0.806154,0.138462,2181,656204,0,1206,0
1,bookshelf_tall,16,qpEnvelope,1,1,0.00311042,154,7,7.23883,428,428,0,0.00236345,0.00117281,0,0,0.0470054,0.37013,1,1,7,0,0,0,0.62987,0.337662,0.0324675,154,45215,132,0,132
1,bookshelf_tall,16,VAMP,1,1,0.00027294,3748,20,13.3692,8,670,0,0.0070146,0.000512715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,42,isSafe,1,1,0.0591542,7916,41,18.6146,11,932,0,0.00317917,0.00249477,0,0,0,0,162,37,0.253086,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,42,qpFixed,1,1,0.0742017,3445,28,16.2126,1571,1571,0,0.00213959,0.00249477,0,0,0.00968157,0,12,11,2.33333,0,0,0,1,0,0,3441,1017387,3074,0,3074
1,bookshelf_tall,42,qpPlain,1,1,0.0745077,3445,28,16.2126,1571,1571,0,0.00213959,0.00249477,0,0,0.00968157,0,12,11,2.33333,0,0,0,1,0,0,3441,1176822,3441,0,3074
1,bookshelf_tall,42,qpAdaptive,1,1,0.0423617,2141,26,16.2488,1197,1197,0,0.00208464,0.00249477,0,0,0.0156089,0.361513,12,11,2.16667,0,0,0,0.635002,0.356107,0.00889097,2137,652335,2094,0,2094
1,bookshelf_tall,42,qpFreeGate,1,1,0.019712,1688,15,14.6706,1164,1164,0,0.00768594,0.00249477,0,0,0.0126323,0,39,10,0.384615,0,0,0,1,0,0,1688,502046,0,42,0
1,bookshelf_tall,42,qpFreeEnvelope,1,1,0.0116471,474,70,19.8536,1019,1019,0,0.00768594,0.00249477,0,0,0.201527,0.43038,232,64,0.301724,0,0,0,0,0.857843,0.142157,474,145678,0,270,0
1,bookshelf_tall,42,qpEnvelope,1,1,0.0272498,1269,25,16.306,953,953,0,0.00145464,0.00249477,0,0,0.0263201,0.243499,12,11,2.08333,0,0,0,0.75336,0.228458,0.0181818,1265,382778,1247,0,1247
1,bookshelf_tall,42,VAMP,1,1,0.000166048,2001,12,17.5155,10,877,0,0.00768594,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,66,isSafe,1,1,0.0989217,13093,67,21.0345,12,1053,0,0.00336209,0.00249477,0,0,0,0,294,63,0.227891,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,66,qpFixed,1,1,0.084767,4009,30,14.4217,1284,1284,0,0.000170836,0.00249477,0,0,0.00928895,0,10,10,3,0,0,0,1,0,0,4009,1183273,3355,0,3355
1,bookshelf_tall,66,qpPlain,1,1,0.085932,4009,30,14.4217,1284,1284,0,0.000170836,0.00249477,0,0,0.00928895,0,10,10,3,0,0,0,1,0,0,4009,1371078,4009,0,3355
1,bookshelf_tall,66,qpAdaptive,1,1,0.0410499,2028,29,14.4672,1110,1110,0,0.000170836,0.00249477,0,0,0.0183987,0.298323,10,10,2.9,0,0,0,0.699211,0.289941,0.0108481,2028,614498,1935,0,1935
1,bookshelf_tall,66,qpFreeGate,1,1,0.0508804,4349,38,15.1833,1144,1144,0,0.00336209,0.00249477,0,0,0.0139811,0,101,33,0.376238,0,0,0,1,0,0,4349,1259210,0,116,0
1,bookshelf_tall,66,qpFreeEnvelope,1,1,0.00613027,228,40,15.2481,781,781,0,0.00336209,0.00249477,0,0,0.274643,0.491228,101,35,0.39604,0,0,0,0,0.803571,0.196429,228,68126,0,116,0
1,bookshelf_tall,66,qpEnvelope,1,1,0.0329652,1532,25,14.5791,1018,1018,0,0.000170836,0.00249477,0,0,0.0249554,0.222585,10,10,2.5,0,0,0,0.77611,0.212794,0.0110966,1532,462581,1482,0,1482
1,bookshelf_tall,66,VAMP,1,1,0.0010645,15478,70,21.0345,12,1053,0,0.00336209,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,91,isSafe,1,1,0.309455,40979,207,22.793,13,1141,0,0.00235394,0.000221142,0,0,0,0,1325,202,0.156226,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_tall,91,qpFixed,1,1,0.0130345,643,7,9.01786,644,644,0,0.00315696,0.00249477,0,0,0.0140247,0,1,1,7,0,0,0,1,0,0,643,180692,305,0,305
1,bookshelf_tall,91,qpPlain,1,1,0.0133389,643,7,9.01786,644,644,0,0.00315696,0.00249477,0,0,0.0140247,0,1,1,7,0,0,0,1,0,0,643,219906,643,0,305
1,bookshelf_tall,91,qpAdaptive,1,1,0.00597825,310,7,9.01944,551,551,0,0.00314391,0.00249477,0,0,0.029095,0.329032,1,1,7,0,0,0,0.670968,0.319355,0.00967742,310,94047,278,0,278
1,bookshelf_tall,91,qpFreeGate,1,1,0.954612,79914,774,18.0785,1403,1403,0,0.00504102,0.00249477,0,0,0.0129729,0,4343,769,0.178218,0,0,0,1,0,0,79914,24046660,0,4768,0
1,bookshelf_tall,91,qpFreeEnvelope,1,1,0.103019,4530,589,17.6216,896,896,0,0.00675358,0.00249477,0,0,0.173628,0.312804,2813,583,0.209385,0,0,0,0,0.7948,0.2052,4530,1391967,0,3107,0
1,bookshelf_tall,91,qpEnvelope,1,1,0.00395204,186,7,9.04718,521,521,0,0.00289207,0.00249477,0,0,0.0486408,0.290323,1,1,7,0,0,0,0.709677,0.268817,0.0215054,186,56347,172,0,172
1,bookshelf_tall,91,VAMP,1,1,0.00426028,67242,214,22.7638,13,1140,0,0.00235394,0.0017834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_thin,17,isSafe,1,1,0.0867328,8216,42,11.7267,7,588,0,0.00509988,0.00249477,0,0,0,0,144,39,0.291667,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_thin,17,qpFixed,1,1,0.0102049,396,5,5.32969,397,397,0,0.00379786,0.00249477,0,0,0.0134588,0,1,1,5,0,0,0,1,0,0,396,105772,149,0,149
1,bookshelf_thin,17,qpPlain,1,1,0.010416,396,5,5.32969,397,397,0,0.00379786,0.00249477,0,0,0.0134588,0,1,1,5,0,0,0,1,0,0,396,135432,396,0,149
1,bookshelf_thin,17,qpAdaptive,1,1,0.00362157,165,5,5.32972,330,330,0,0.00379786,0.00249477,0,0,0.0323014,0.460606,1,1,5,0,0,0,0.533333,0.448485,0.0181818,165,47233,132,0,132
1,bookshelf_thin,17,qpFreeGate,1,1,0.0754337,5118,41,12.8027,907,907,0,0.00509988,0.00249477,0,0,0.0139718,0,144,37,0.284722,0,0,0,1,0,0,5118,1485314,0,154,0
1,bookshelf_thin,17,qpFreeEnvelope,1,1,0.00922342,289,44,11.9301,612,612,0,0.00509988,0.00249477,0,0,0.240741,0.456747,144,40,0.305556,0,0,0,0,0.787879,0.212121,289,84118,0,157,0
1,bookshelf_thin,17,qpEnvelope,1,1,0.0012125,51,5,5.33592,291,291,0,0.00379786,0.00249477,0,0,0.104626,0.45098,1,1,5,0,0,0,0.529412,0.411765,0.0588235,51,14186,41,0,41
1,bookshelf_thin,17,VAMP,1,1,0.000774131,10288,42,11.7267,7,588,0,0.00509988,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_thin,41,isSafe,1,1,0.109716,10253,52,16.8384,10,843,0,0.00495121,0.00249477,0,0,0,0,185,48,0.281081,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_thin,41,qpFixed,1,1,0.0134443,502,7,6.21645,503,503,0,0.00360497,0.00249477,0,0,0.0123834,0,1,1,7,0,0,0,1,0,0,502,140277,337,0,337
1,bookshelf_thin,41,qpPlain,1,1,0.0137194,502,7,6.21645,503,503,0,0.00360497,0.00249477,0,0,0.0123834,0,1,1,7,0,0,0,1,0,0,502,171684,502,0,337
1,bookshelf_thin,41,qpAdaptive,1,1,0.00438766,209,7,6.22205,406,406,0,0.00360763,0.00249477,0,0,0.0297706,0.645933,1,1,7,0,0,0,0.354067,0.626794,0.0191388,209,60918,189,0,189
1,bookshelf_thin,41,qpFreeGate,1,1,0.688985,45998,415,14.5212,1014,1014,0,0.00495121,0.00249477,0,0,0.0134166,0,1718,412,0.24156,0,0,0,1,0,0,45998,13720545,0,1906,0
1,bookshelf_thin,41,qpFreeEnvelope,1,1,0.0805497,2575,390,22.9465,1172,1172,0,0.00495121,0.00249477,0,0,0.218332,0.37165,1438,384,0.27121,0,0,0,0.00724638,0.769151,0.223602,2575,780880,0,1609,0
1,bookshelf_thin,41,qpEnvelope,1,1,0.00157071,58,7,6.22903,339,339,0,0.00361039,0.00249477,0,0,0.107397,0.465517,1,1,7,0,0,0,0.534483,0.37931,0.0862069,58,16688,53,0,53
1,bookshelf_thin,41,VAMP,1,1,0.000998557,11898,55,16.8384,10,843,0,0.00495121,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_thin,65,isSafe,1,1,0.484258,48502,240,17.8765,10,895,0,0.00707576,0.00249477,0,0,0,0,1288,237,0.186335,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_thin,65,qpFixed,1,1,0.0352089,1427,13,11.8854,875,875,0,0.00176663,0.00249477,0,0,0.0126289,0,5,4,2.6,0,0,0,1,0,0,1423,369943,620,0,620
1,bookshelf_thin,65,qpPlain,1,1,0.0519832,1427,13,11.8854,875,875,0,0.00176663,0.00249477,0,0,0.0126289,0,5,4,2.6,0,0,0,1,0,0,1423,486666,1423,0,620
1,bookshelf_thin,65,qpAdaptive,1,1,0.0199595,849,13,11.8874,689,689,0,0.00176663,0.00249477,0,0,0.0245014,0.336867,5,4,2.6,0,0,0,0.659198,0.329009,0.0117925,848,236812,777,0,777
1,bookshelf_thin,65,qpFreeGate,1,1,0.530557,37154,325,18.5996,1376,1376,0,0.00707411,0.00249477,0,0,0.0131802,0,1401,320,0.231977,0,0,0,1,0,0,37154,11010928,0,1552,0
1,bookshelf_thin,65,qpFreeEnvelope,1,1,0.069877,2405,354,18.3407,935,935,0,0.0070738,0.00249477,0,0,0.207184,0.350936,1400,350,0.252857,0,0,0,0,0.77305,0.22695,2405,727407,0,1559,0
1,bookshelf_thin,65,qpEnvelope,1,1,0.0206064,786,16,13.3666,784,784,0,0.000580364,0.00249477,0,0,0.0339266,0.161578,9,7,1.77778,0,0,0,0.836108,0.147247,0.0166453,781,226712,749,0,749
1,bookshelf_thin,65,VAMP,1,1,0.00617778,90925,267,23.5145,13,1177,0,0.00707576,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_thin,90,isSafe,1,1,0.743854,74204,395,17.9763,10,900,0,0.00278487,0.00249477,0,0,0,0,2170,392,0.182028,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_thin,90,qpFixed,1,1,0.0277392,1108,10,9.96954,713,713,0,8.26694e-05,0.00249477,0,0,0.013085,0,4,4,2.5,0,0,0,1,0,0,1105,280788,453,0,453
1,bookshelf_thin,90,qpPlain,1,1,0.0284742,1108,10,9.96954,713,713,0,8.26694e-05,0.00249477,0,0,0.013085,0,4,4,2.5,0,0,0,1,0,0,1105,377910,1105,0,453
1,bookshelf_thin,90,qpAdaptive,1,1,0.00812923,339,10,9.99039,607,607,0,8.26694e-05,0.00249477,0,0,0.0428578,0.303835,4,4,2.5,0,0,0,0.690476,0.28869,0.0208333,336,94411,288,0,288
1,bookshelf_thin,90,qpFreeGate,1,1,5.7278,391401,4697,21.8006,1681,1681,0,0.00849949,0.00249477,0,0,0.0129626,0,24118,4694,0.194751,0,0,0,1,0,0,391401,117120349,0,25895,0
1,bookshelf_thin,90,qpFreeEnvelope,1,1,1.05315,36097,5252,24.72,1263,1263,0,0.00850013,0.00249477,0,0,0.152266,0.277946,24118,5249,0.217763,0,0,0,0,0.668948,0.331052,36097,11032657,0,26014,0
1,bookshelf_thin,90,qpEnvelope,1,1,0.00622277,225,10,9.993,556,556,0,9.02239e-05,0.00249477,0,0,0.0643774,0.235556,4,4,2.5,0,0,0,0.752252,0.211712,0.036036,222,61990,204,0,204
1,bookshelf_thin,90,VAMP,1,1,0.00977645,144697,430,17.9763,10,900,0,0.00278487,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,table_under_pick,14,isSafe,1,1,0.0309299,4607,25,11.1439,7,559,0,0.00656578,0.00249477,0,0,0,0,93,21,0.268817,0,0,0,0,0,0,0,0,0,0,0
1,table_under_pick,14,qpFixed,1,1,0.221376,11321,63,22.3393,2048,2048,0,0.000127268,0.00249477,0,0,0.00940571,0,43,34,1.46512,0,0,0,1,0,0,11321,3037320,10212,1,10211
1,table_under_pick,14,qpPlain,1,1,0.228964,11321,63,22.3393,2048,2048,0,0.000127268,0.00249477,0,0,0.00940571,0,43,34,1.46512,0,0,0,1,0,0,11321,3871782,11321,1,10211
1,table_under_pick,14,qpAdaptive,1,1,0.140661,7572,63,22.3832,1768,1768,0,0.000134447,0.00249477,0,0,0.0140879,0.281035,43,34,1.46512,0,0,0,0.716814,0.277374,0.00581165,7572,2029170,7330,1,7329
1,table_under_pick,14,qpFreeGate,1,1,0.0449649,4011,37,20.8206,1426,1426,0,0.00778899,0.00249477,0,0,0.013772,0,156,32,0.237179,0,0,0,1,0,0,4011,1182414,0,172,0
1,table_under_pick,14,qpFreeEnvelope,1,1,0.00642409,281,41,22.7649,1163,1163,0,0.00778899,0.00249477,0,0,0.209864,0.419929,145,36,0.282759,0,0,0,0,0.830508,0.169492,281,82977,0,163,0
1,table_under_pick,14,qpEnvelope,1,1,0.103709,5257,63,25.6677,1694,1694,0,0.000212913,0.00249477,0,0,0.0211942,0.238729,45,34,1.4,0,0,0,0.760084,0.229262,0.0106545,5256,1422335,5156,0,5156
1,table_under_pick,14,VAMP,1,1,0.000368961,5824,27,11.1439,7,559,0,0.00656578,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,table_under_pick,38,isSafe,1,1,0.0113356,2011,12,9.52771,6,478,0,0.00565068,0.00249477,0,0,0,0,29,8,0.413793,0,0,0,0,0,0,0,0,0,0,0
1,table_under_pick,38,qpFixed,1,1,0.0185952,1070,10,10.0107,928,928,0,0.000353031,1.30261e-05,0,0,0.0111014,0,2,2,5,0,0,0,1,0,0,1069,323616,767,0,767
1,table_under_pick,38,qpPlain,1,1,0.018931,1070,10,10.0107,928,928,0,0.000353031,1.30261e-05,0,0,0.0111014,0,2,2,5,0,0,0,1,0,0,1069,365598,1069,0,767
1,table_under_pick,38,qpAdaptive,1,1,0.0100524,606,10,10.0083,764,764,0,0.000357668,1.31783e-05,0,0,0.0195977,0.315182,2,2,5,0,0,0,0.682645,0.309091,0.00826446,605,184607,559,0,559
1,table_under_pick,38,qpFreeGate,1,1,0.0173728,1717,16,18.435,1304,1304,0,0.00789189,0.00249477,0,0,0.0134051,0,65,8,0.246154,0,0,0,1,0,0,1717,522537,0,72,0
1,table_under_pick,38,qpFreeEnvelope,1,1,0.00280385,147,15,12.9538,670,670,0,0.00789189,0.000642007,0,0,0.139209,0.489796,66,12,0.227273,0,0,0,0.0136986,0.931507,0.0547945,147,44416,0,74,0
1,table_under_pick,38,qpEnvelope,1,1,0.00661465,362,10,10.034,676,676,0,0.000351692,1.19738e-05,0,0,0.0328718,0.196133,2,2,5,0,0,0,0.803324,0.180055,0.0166205,361,111727,331,0,331
1,table_under_pick,38,VAMP,1,1,0.000120492,1994,12,9.52771,6,478,0,0.00565068,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,table_under_pick,63,isSafe,1,1,0.00764865,1364,9,11.0858,7,556,0,0.00188794,0.00249477,0,0,0,0,22,6,0.409091,0,0,0,0,0,0,0,0,0,0,0
1,table_under_pick,63,qpFixed,1,1,0.0397869,2281,16,11.8251,880,880,0,0.000218354,0.00249477,0,0,0.0105204,0,7,7,2.28571,0,0,0,1,0,0,2279,673283,1772,0,1772
1,table_under_pick,63,qpPlain,1,1,0.0404936,2281,16,11.8251,880,880,0,0.000218354,0.00249477,0,0,0.0105204,0,7,7,2.28571,0,0,0,1,0,0,2279,779418,2279,0,1772
1,table_under_pick,63,qpAdaptive,1,1,0.0220412,1314,16,11.8266,767,767,0,0.0001957,0.00249477,0,0,0.0182884,0.305936,7,7,2.28571,0,0,0,0.691311,0.301067,0.00762195,1312,387169,1220,0,1220
1,table_under_pick,63,qpFreeGate,1,1,0.0225569,2264,23,17.4555,1179,1179,0,0.00813559,0.00249477,0,0,0.0147685,0,44,15,0.522727,0,0,0,1,0,0,2264,676565,0,54,0
1,table_under_pick,63,qpFreeEnvelope,1,1,0.0021997,88,14,15.4932,796,796,0,0.00813559,0.00241239,0,0,0.222883,0.579545,31,9,0.451613,0,0,0,0,0.884615,0.115385,88,26407,0,36,0
1,table_under_pick,63,qpEnvelope,1,1,0.0174415,946,18,12.4283,747,747,0,9.33272e-05,0.00249477,0,0,0.0250588,0.179704,7,7,2.57143,0,0,0,0.818856,0.169492,0.0116525,944,282063,906,0,906
1,table_under_pick,63,VAMP,1,1,8.5098e-05,1530,9,11.0858,7,556,0,0.00188794,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,table_under_pick,87,isSafe,1,1,0.0267708,4049,22,17.1173,10,857,0,0.00820128,0.00249477,0,0,0,0,55,17,0.4,0,0,0,0,0,0,0,0,0,0,0
1,table_under_pick,87,qpFixed,1,1,0.0886067,4806,34,18.9272,1436,1436,0,7.59074e-05,0.00249477,0,0,0.010958,0,17,15,2,0,0,0,1,0,0,4806,1181814,4286,1,4285
1,table_under_pick,87,qpPlain,1,1,0.0937504,4806,34,18.9272,1436,1436,0,7.59074e-05,0.00249477,0,0,0.010958,0,17,15,2,0,0,0,1,0,0,4806,1643652,4806,1,4285
1,table_under_pick,87,qpAdaptive,1,1,0.0534764,3079,33,19.115,1264,1264,0,6.40187e-06,0.00249477,0,0,0.016859,0.297824,17,15,1.94118,0,0,0,0.70091,0.291612,0.00747724,3076,758756,2961,0,2961
1,table_under_pick,87,qpFreeGate,1,1,0.0213089,1985,19,17.1222,1211,1211,0,0.00820128,0.00249477,0,0,0.0135615,0,53,14,0.358491,0,0,0,1,0,0,1985,597262,0,59,0
1,table_under_pick,87,qpFreeEnvelope,1,1,0.0035711,143,23,14.3969,746,746,0,0.00820128,0.00249477,0,0,0.220254,0.538462,55,17,0.418182,0,0,0,0,0.85,0.15,143,42997,0,63,0
1,table_under_pick,87,qpEnvelope,1,1,0.043979,2359,33,18.0451,1214,1214,0,2.87395e-05,0.00249477,0,0,0.022531,0.228487,17,16,1.94118,0,0,0,0.769198,0.219347,0.0114552,2358,598154,2311,1,2310
1,table_under_pick,87,VAMP,1,1,0.000238794,4245,21,17.1173,10,857,0,0.00820128,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_small,12,isSafe,1,1,0.0231896,5952,29,16.1866,10,811,0,0.00076214,0.00249477,0,0,0,0,122,25,0.237705,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_small,12,qpFixed,1,1,0.00866586,704,9,9.75208,644,644,0,0.00322778,0.00249477,0,0,0.015855,0,2,2,4.5,0,0,0,1,0,0,704,172532,347,0,347
1,bookshelf_small,12,qpPlain,1,1,0.00944394,704,9,9.75208,644,644,0,0.00322778,0.00249477,0,0,0.015855,0,2,2,4.5,0,0,0,1,0,0,704,240768,704,0,347
1,bookshelf_small,12,qpAdaptive,1,1,0.00159867,147,9,9.76792,548,548,0,0.00323182,0.00249477,0,0,0.0760015,0.707483,2,2,4.5,0,0,0,0.292517,0.653061,0.0544218,147,43741,96,0,96
1,bookshelf_small,12,qpFreeGate,1,1,0.204875,24832,208,19.7745,1484,1484,0,0.00347439,0.00249477,0,0,0.0131442,0,851,201,0.244418,0,0,0,1,0,0,24832,7403890,0,950,0
1,bookshelf_small,12,qpFreeEnvelope,1,1,0.0262827,1605,204,16.4047,838,838,0,0.00347439,0.00249477,0,0,0.190558,0.390031,819,198,0.249084,0,0,0,0.0833333,0.77193,0.144737,1605,505630,0,921,0
1,bookshelf_small,12,qpEnvelope,1,1,0.00108739,67,9,9.81545,512,512,0,0.00324076,0.00249477,0,0,0.166894,0.567164,2,2,4.5,0,0,0,0.432836,0.447761,0.119403,67,20313,51,0,51
1,bookshelf_small,12,VAMP,1,1,0.000336029,8501,27,12.7043,8,637,0,0.00076214,0.00249477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_small,38,isSafe,1,1,0.0146802,3781,21,16.7757,10,840,0,0.00273637,0.00249477,0,0,0,0,53,16,0.396226,0,0,0,0,0,0,0,0,0,0,0
1,bookshelf_small,38,qpFixed,1,1,0.0102742,722,9,7.8317,723,723,0,0.000206799,0.00249477,0,0,0.0108472,0,1,1,9,0,0,0,1,0,0,722,205073,665,0,665
1,bookshelf_small,38,qpPlain,1,1,0.0103491,722,9,7.8317,723,723,0,0.000206799,0.00249477,0,0,0.0108472,0,1,1,9,0,0,0,1,0,0,722,246924,722,0,665
