scene,index,planner,skipped,solved,seconds,evaluations,vertices,rad_per_call,coarse,min_clearance,unsafe_states,audited_states,misses,min_self_overlap,self_colliding
bookshelf_thin,37,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,37,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,38,rrtconnect,0,1,0.000286638,310,6,0,0,0.00456506,0,379,0,0.00249477,0
bookshelf_thin,38,cbf-rrtc,0,1,0.000107725,63,7,0.132173,0.730159,0.00458654,0,446,0,0.00249477,0
bookshelf_thin,39,rrtconnect,0,1,0.00401218,4506,51,0,0,0.00120571,0,735,0,0.00249477,0
bookshelf_thin,39,cbf-rrtc,0,1,0.000265271,114,6,0.0551761,0.192982,-0.000113637,30,400,0,0.00249477,0
bookshelf_thin,40,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,40,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,41,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,41,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,42,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,42,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,43,rrtconnect,0,1,0.00177671,1964,26,0,0,0.000449806,0,594,0,0.00249477,0
bookshelf_thin,43,cbf-rrtc,0,1,0.0026847,1111,17,0.0293988,0.0585059,-0.000643251,40,727,0,0.00249477,0
bookshelf_thin,44,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,44,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,45,rrtconnect,0,0,5.00001,1665914,41696,0,0,,,,,,
bookshelf_thin,45,cbf-rrtc,0,0,5.00013,2238645,5795,0.0132711,0.0202694,,,,,,
bookshelf_thin,46,rrtconnect,0,0,5.00001,1666684,41910,0,0,,,,,,
bookshelf_thin,46,cbf-rrtc,0,0,5.00005,2264183,6056,0.0134274,0.0200836,,,,,,
bookshelf_thin,47,rrtconnect,0,1,0.000777207,860,12,0,0,0.00070771,0,531,0,0.00249477,0
bookshelf_thin,47,cbf-rrtc,0,1,0.000257944,116,6,0.0542146,0.206897,-0.00261979,88,369,0,0.00249477,0
bookshelf_thin,48,rrtconnect,0,0,5.00002,1679271,42448,0,0,,,,,,
bookshelf_thin,48,cbf-rrtc,0,0,5.00006,2269565,6157,0.0133754,0.0201704,,,,,,
bookshelf_thin,49,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,49,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,50,rrtconnect,0,1,0.000479203,522,9,0,0,-0.000600461,1,500,0,0.00249477,0
bookshelf_thin,50,cbf-rrtc,0,1,0.000540095,231,9,0.0544739,0.220779,-0.00447846,28,430,0,0.00249477,0
bookshelf_thin,51,rrtconnect,0,1,0.000816319,879,12,0,0,0.0040404,0,696,0,0.00249477,0
bookshelf_thin,51,cbf-rrtc,0,1,0.000583416,255,7,0.0361007,0.0941176,-0.000762919,148,607,0,0.00249477,0
bookshelf_thin,52,rrtconnect,0,1,0.00188637,2085,24,0,0,0.00180954,0,767,0,0.00249477,0
bookshelf_thin,52,cbf-rrtc,0,1,0.00169956,641,12,0.0338,0.0639626,-0.0035979,35,618,0,0.00249477,0
bookshelf_thin,53,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,53,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,54,rrtconnect,0,1,0.0118396,13004,149,0,0,2.72386e-05,0,505,0,0.00249477,0
bookshelf_thin,54,cbf-rrtc,0,1,0.000260903,113,6,0.057717,0.327434,-0.000102778,37,398,0,0.00249477,0
bookshelf_thin,55,rrtconnect,0,1,0.000408433,416,7,0,0,0.000625421,0,485,0,0.00249477,0
bookshelf_thin,55,cbf-rrtc,0,1,0.000444192,180,7,0.0499975,0.133333,-8.39744e-05,58,489,0,0.00249477,0
bookshelf_thin,56,rrtconnect,0,1,0.00545295,6034,62,0,0,1.7732e-05,0,1014,0,0.00249477,0
bookshelf_thin,56,cbf-rrtc,0,1,0.000697877,286,9,0.0499654,0.153846,-0.00567584,86,710,0,0.00249477,0
bookshelf_thin,57,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,57,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,58,rrtconnect,0,1,0.00222251,2493,32,0,0,0.00452389,0,841,0,0.00249477,0
bookshelf_thin,58,cbf-rrtc,0,1,0.000439447,190,5,0.0298208,0.0473684,-0.00147817,61,399,0,0.00249477,0
bookshelf_thin,59,rrtconnect,0,1,0.00139529,1515,19,0,0,0.00326716,0,655,0,0.00249477,0
bookshelf_thin,59,cbf-rrtc,0,1,0.000680786,278,7,0.0395509,0.111511,-0.00370787,59,445,0,0.00249477,0
bookshelf_thin,60,rrtconnect,0,1,0.00529309,5889,60,0,0,0.00474211,0,435,0,0.00249477,0
bookshelf_thin,60,cbf-rrtc,0,1,0.000544755,219,7,0.0383786,0.0821918,-0.0112296,20,345,0,0.00249477,0
bookshelf_thin,61,rrtconnect,0,1,0.00273273,3017,33,0,0,0.00254345,0,488,0,0.00249477,0
bookshelf_thin,61,cbf-rrtc,0,1,0.000208178,99,6,0.0556107,0.30303,-0.0110082,49,323,0,0.00249477,0
bookshelf_thin,62,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,62,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,63,rrtconnect,0,1,0.00465452,5153,58,0,0,0.00170333,0,477,0,0.00249477,0
bookshelf_thin,63,cbf-rrtc,0,1,0.000295746,139,6,0.0457766,0.215827,-0.00432192,43,381,0,0.00249477,0
bookshelf_thin,64,rrtconnect,0,1,0.00767329,8464,95,0,0,6.23293e-05,0,598,0,0.00249477,0
bookshelf_thin,64,cbf-rrtc,0,1,0.0192102,7333,65,0.0238414,0.0380472,0.000258921,0,509,0,0.00249477,0
bookshelf_thin,65,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,65,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,66,rrtconnect,0,1,0.00947133,10489,119,0,0,0.00542857,0,683,0,0.00249477,0
bookshelf_thin,66,cbf-rrtc,0,1,0.00441485,1700,25,0.0290529,0.0788235,-0.0050585,220,912,0,0.00249477,0
bookshelf_thin,67,rrtconnect,0,1,0.037848,40764,401,0,0,0.00229489,0,735,0,0.00249477,0
bookshelf_thin,67,cbf-rrtc,0,1,0.00022984,89,6,0.0722758,0.213483,-0.000621912,67,364,0,0.00249477,0
bookshelf_thin,68,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,68,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,69,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,69,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,70,rrtconnect,0,1,0.00366572,4097,49,0,0,0.000105476,0,686,0,0.00249477,0
bookshelf_thin,70,cbf-rrtc,0,1,0.00800503,3031,33,0.0260923,0.0541076,-0.000156407,82,855,0,0.00249477,0
bookshelf_thin,71,rrtconnect,0,1,0.000662849,720,11,0,0,0.00471832,0,704,0,0.00249477,0
bookshelf_thin,71,cbf-rrtc,0,1,0.000137065,63,5,0.081137,0.349206,-0.0001377,12,274,0,0.00249477,0
bookshelf_thin,72,rrtconnect,0,1,0.00625105,6950,68,0,0,0.003356,0,511,0,0.00249477,0
bookshelf_thin,72,cbf-rrtc,0,1,8.8139e-05,46,5,0.123657,0.434783,-0.000174197,1,311,0,0.00249477,0
bookshelf_thin,73,rrtconnect,0,1,0.00405226,4509,49,0,0,0.00125247,0,340,0,0.00249477,0
bookshelf_thin,73,cbf-rrtc,0,1,0.000487006,223,6,0.0370269,0.130045,-0.00369447,134,481,0,0.00249477,0
bookshelf_thin,74,rrtconnect,0,1,0.00277248,3093,35,0,0,0.00172296,0,410,0,0.00249477,0
bookshelf_thin,74,cbf-rrtc,0,1,0.000325678,129,6,0.0509649,0.124031,-0.00668193,58,366,0,0.00249477,0
bookshelf_thin,75,rrtconnect,0,1,0.00233422,2609,33,0,0,0.00032275,0,1330,0,0.00249477,0
bookshelf_thin,75,cbf-rrtc,0,1,0.00110687,456,10,0.0315291,0.0614035,-0.000430824,192,877,0,0.00249477,0
bookshelf_thin,77,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,77,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,78,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,78,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,79,rrtconnect,0,1,0.000281168,290,6,0,0,0.00289299,0,351,0,0.00249477,0
bookshelf_thin,79,cbf-rrtc,0,1,0.000639716,265,7,0.0342597,0.0226415,-0.00288071,100,524,0,0.00249477,0
bookshelf_thin,80,rrtconnect,0,1,0.0152375,16804,148,0,0,0.00311147,0,609,0,0.00249477,0
bookshelf_thin,80,cbf-rrtc,0,1,0.000858749,329,9,0.0460201,0.148936,-0.00204781,125,482,0,0.00249477,0
bookshelf_thin,81,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,81,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,82,rrtconnect,0,1,0.00379506,4238,43,0,0,0.00183324,0,589,0,0.00249477,0
bookshelf_thin,82,cbf-rrtc,0,1,0.000127433,67,5,0.0817682,0.462687,-0.00207068,13,311,0,0.00249477,0
bookshelf_thin,83,rrtconnect,0,1,0.00545526,6023,71,0,0,0.00170743,0,640,0,0.00249477,0
bookshelf_thin,83,cbf-rrtc,0,1,0.00410942,1579,25,0.0292981,0.0797973,-0.00391724,350,1108,0,0.00249477,0
bookshelf_thin,84,rrtconnect,0,1,0.00285386,3170,32,0,0,0.00108213,0,488,0,0.00249477,0
bookshelf_thin,84,cbf-rrtc,0,1,0.000186172,84,6,0.0717055,0.27381,-0.00119634,13,352,0,0.00249477,0
bookshelf_thin,85,rrtconnect,0,1,0.000501428,522,9,0,0,0.00487214,0,528,0,0.00249477,0
bookshelf_thin,85,cbf-rrtc,0,1,0.00139886,498,10,0.0345194,0.0963855,-0.00264578,112,677,0,0.00249477,0
bookshelf_thin,86,rrtconnect,0,1,0.00467461,5187,60,0,0,0.000625979,0,1016,0,0.00249477,0
bookshelf_thin,86,cbf-rrtc,0,1,0.000277672,134,7,0.0617565,0.350746,-0.000630066,59,491,0,0.00249477,0
bookshelf_thin,87,rrtconnect,0,1,0.0238782,25957,271,0,0,0.00291309,0,1362,0,0.00249477,0
bookshelf_thin,87,cbf-rrtc,0,1,0.00023073,107,7,0.0790002,0.299065,-0.000984813,38,478,0,0.00249477,0
bookshelf_thin,88,rrtconnect,0,1,0.00131769,1436,18,0,0,0.00188998,0,679,0,0.00249477,0
bookshelf_thin,88,cbf-rrtc,0,1,0.00267586,1080,17,0.031125,0.0388889,-0.000787249,179,1119,0,0.00249477,0
bookshelf_thin,89,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,89,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,90,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,90,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,91,rrtconnect,0,1,0.00280631,3152,36,0,0,0.000439352,0,869,0,0.00249477,0
bookshelf_thin,91,cbf-rrtc,0,1,0.000380268,170,8,0.0576014,0.241176,-0.00036896,46,585,0,0.00249477,0
bookshelf_thin,92,rrtconnect,0,1,0.00155719,1694,22,0,0,0.00209542,0,642,0,0.00249477,0
bookshelf_thin,92,cbf-rrtc,0,1,0.000442138,192,7,0.0479823,0.234375,-0.000628082,69,539,0,0.00249477,0
bookshelf_thin,93,rrtconnect,0,1,0.00061021,649,10,0,0,0.00106669,0,618,0,0.00249477,0
bookshelf_thin,93,cbf-rrtc,0,1,0.000871178,397,10,0.0376904,0.0881612,-0.000458963,55,684,0,0.00249477,0
bookshelf_thin,94,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,94,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,95,rrtconnect,0,1,0.00685906,7617,89,0,0,0.00086038,0,697,0,0.00249477,0
bookshelf_thin,95,cbf-rrtc,0,1,0.000782401,306,8,0.0331976,0.0653595,-0.00649936,210,693,0,0.00249477,0
bookshelf_thin,96,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,96,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,97,rrtconnect,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,97,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
bookshelf_thin,98,rrtconnect,0,1,0.00298249,3324,40,0,0,0.00163836,0,621,0,0.00249477,0
bookshelf_thin,98,cbf-rrtc,0,1,0.000896864,356,9,0.0330917,0.0589888,-0.00222317,177,699,0,0.00249477,0
bookshelf_thin,99,rrtconnect,0,0,5.00003,1658675,41677,0,0,,,,,,
bookshelf_thin,99,cbf-rrtc,0,0,5.00013,2184943,5898,0.0133957,0.0206037,,,,,,
bookshelf_thin,100,rrtconnect,0,1,0.00171778,1837,24,0,0,0.0022717,0,707,0,0.00249477,0
bookshelf_thin,100,cbf-rrtc,0,1,0.000356399,145,6,0.0456705,0.131034,-0.000622195,78,419,0,0.00249477,0
table_under_pick,1,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,1,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,2,rrtconnect,0,1,0.000429539,452,8,0,0,0.00531567,0,331,0,0.00249477,0
table_under_pick,2,cbf-rrtc,0,1,0.000507917,217,7,0.0410863,0.115207,-3.36735e-05,10,300,0,0.00249477,0
table_under_pick,3,rrtconnect,0,1,0.000415079,439,8,0,0,0.00200333,0,530,0,0.00249477,0
table_under_pick,3,cbf-rrtc,0,1,0.000612173,280,10,0.0557504,0.3,-0.000941851,6,494,0,0.00249477,0
table_under_pick,4,rrtconnect,0,1,0.000848255,898,13,0,0,0.0030249,0,325,0,0.00249477,0
table_under_pick,4,cbf-rrtc,0,1,0.00134932,541,11,0.0348172,0.012939,-0.00100241,119,581,0,0.00249477,0
table_under_pick,5,rrtconnect,0,0,5.00005,1608301,39597,0,0,,,,,,
table_under_pick,5,cbf-rrtc,0,0,5.00003,2160791,5404,0.0134121,0.0204004,,,,,,
table_under_pick,6,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,6,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,7,rrtconnect,0,1,0.000507559,540,8,0,0,0.00363612,0,497,0,0.00249477,0
table_under_pick,7,cbf-rrtc,0,1,0.000915116,392,9,0.038792,0.107143,-0.00494425,52,751,0,0.00249477,0
table_under_pick,8,rrtconnect,0,1,0.000613122,660,10,0,0,0.00083494,0,579,0,0.00249477,0
table_under_pick,8,cbf-rrtc,0,1,0.0087312,3716,45,0.0285621,0.0468245,-0.000881184,100,1290,0,0.00249477,0
table_under_pick,9,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,9,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,10,rrtconnect,0,1,0.000912359,996,13,0,0,0.00332316,0,991,0,0.00249477,0
table_under_pick,10,cbf-rrtc,0,1,0.00259029,1126,17,0.0321849,0.0461812,-0.000100627,32,734,0,0.00249477,0
table_under_pick,11,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,11,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,12,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,12,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,13,rrtconnect,0,1,0.00106589,1183,16,0,0,0.000712042,0,846,0,0.00249477,0
table_under_pick,13,cbf-rrtc,0,1,0.000599675,272,7,0.0299875,0.0625,-0.00163292,157,563,0,0.00249477,0
table_under_pick,14,rrtconnect,0,1,0.00059555,640,10,0,0,0.00264723,0,750,0,0.00249477,0
table_under_pick,14,cbf-rrtc,0,1,0.010097,3878,40,0.0242493,0.034296,0.001,0,337,0,0.00249477,0
table_under_pick,15,rrtconnect,0,1,0.000547798,591,9,0,0,0.00372974,0,591,0,0.00249477,0
table_under_pick,15,cbf-rrtc,0,1,0.00290115,1251,17,0.0282946,0.0239808,-9.51488e-05,133,691,0,0.00249477,0
table_under_pick,16,rrtconnect,0,1,0.000820057,912,11,0,0,0.00376526,0,633,0,0.00249477,0
table_under_pick,16,cbf-rrtc,0,1,0.00323804,1359,21,0.0294461,0.0323767,-0.000298439,97,794,0,0.00249477,0
table_under_pick,17,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,17,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,18,rrtconnect,0,1,0.00146979,1640,19,0,0,0.00318018,0,781,0,0.00249477,0
table_under_pick,18,cbf-rrtc,0,1,0.000718336,335,10,0.0483938,0.238806,-6.80989e-05,9,614,0,0.00249477,0
table_under_pick,19,rrtconnect,0,0,5.00002,1672838,41957,0,0,,,,,,
table_under_pick,19,cbf-rrtc,0,0,5.00003,2184015,5812,0.0133767,0.0203501,,,,,,
table_under_pick,20,rrtconnect,0,1,0.000492928,501,8,0,0,0.00376073,0,565,0,0.00249477,0
table_under_pick,20,cbf-rrtc,0,1,0.00160701,640,13,0.0400751,0.09375,-0.000214706,204,925,0,0.00249477,0
table_under_pick,21,rrtconnect,0,0,5.00005,1642768,41005,0,0,,,,,,
table_under_pick,21,cbf-rrtc,0,0,5.00017,2187433,5829,0.0133974,0.0205135,,,,,,
table_under_pick,22,rrtconnect,0,1,0.00124252,1315,16,0,0,0.000893253,0,768,0,0.00249477,0
table_under_pick,22,cbf-rrtc,0,1,0.00215025,843,14,0.0301461,0.0604982,-0.000992646,116,758,0,0.00249477,0
table_under_pick,23,rrtconnect,0,1,0.00100795,1022,14,0,0,0.00337293,0,787,0,0.00249477,0
table_under_pick,23,cbf-rrtc,0,1,0.00123999,512,11,0.0359083,0.0957031,-0.000298047,187,645,0,0.00249477,0
table_under_pick,24,rrtconnect,0,1,0.00149743,1606,18,0,0,0.00195403,0,676,0,0.00249477,0
table_under_pick,24,cbf-rrtc,0,1,0.00264517,1083,15,0.0291922,0.0166205,-4.70865e-05,129,923,0,0.00249477,0
table_under_pick,25,rrtconnect,0,1,0.000449542,459,8,0,0,0.00400699,0,321,0,0.00249477,0
table_under_pick,25,cbf-rrtc,0,1,0.00239364,941,15,0.0327129,0.0435707,-0.00176722,78,541,0,0.00249477,0
table_under_pick,26,rrtconnect,0,1,0.000771604,805,12,0,0,0.00357805,0,837,0,0.00249477,0
table_under_pick,26,cbf-rrtc,0,1,0.00110165,448,10,0.0365438,0.0758929,-0.00109448,202,792,0,0.00249477,0
table_under_pick,27,rrtconnect,0,0,5.00001,1626003,40176,0,0,,,,,,
table_under_pick,27,cbf-rrtc,0,0,5.00013,2166326,5607,0.0134109,0.0204637,,,,,,
table_under_pick,28,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,28,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,29,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,29,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,30,rrtconnect,0,1,0.00141583,1510,19,0,0,0.0040847,0,1048,0,0.00249477,0
table_under_pick,30,cbf-rrtc,0,1,0.00401309,1598,21,0.0295074,0.0519399,-0.000784836,211,1012,0,0.00249477,0
table_under_pick,31,rrtconnect,0,1,0.00132082,1378,18,0,0,0.000817284,0,828,0,0.00249477,0
table_under_pick,31,cbf-rrtc,0,1,0.00189272,779,13,0.0353421,0.146341,-0.00890909,134,864,0,0.00249477,0
table_under_pick,32,rrtconnect,0,1,0.00111089,1185,15,0,0,0.00175529,0,690,0,0.00249477,0
table_under_pick,32,cbf-rrtc,0,1,0.00638408,2561,33,0.0298017,0.035533,-0.00355528,351,1487,0,0.00249477,0
table_under_pick,33,rrtconnect,0,1,0.000960604,1028,13,0,0,0.00388791,0,1045,0,0.00249477,0
table_under_pick,33,cbf-rrtc,0,1,0.00543528,2118,26,0.027458,0.0524079,-0.000236009,223,1134,0,0.00249477,0
table_under_pick,34,rrtconnect,0,1,0.000607349,639,10,0,0,0.000765499,0,531,0,0.00249477,0
table_under_pick,34,cbf-rrtc,0,1,0.00155066,684,13,0.0390738,0.150585,-0.000344252,36,548,0,0.00249477,0
table_under_pick,35,rrtconnect,0,1,0.00141928,1511,19,0,0,0.000604044,0,600,0,0.00249477,0
table_under_pick,35,cbf-rrtc,0,1,0.00313062,1297,19,0.0284572,0.0593678,-0.000136454,199,1191,0,0.00249477,0
table_under_pick,36,rrtconnect,0,1,0.000460233,487,8,0,0,0.00143255,0,512,0,0.00249477,0
table_under_pick,36,cbf-rrtc,0,1,0.000229953,120,7,0.0756253,0.425,5.20426e-06,0,488,0,0.00249477,0
table_under_pick,37,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,37,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,38,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,38,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,39,rrtconnect,0,1,0.00158168,1682,20,0,0,0.00445366,0,1104,0,0.00249477,0
table_under_pick,39,cbf-rrtc,0,1,0.000451212,198,7,0.0447213,0.207071,-0.000483418,27,462,0,0.00249477,0
table_under_pick,40,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,40,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,41,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,41,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,42,rrtconnect,0,0,5.00003,1691077,42315,0,0,,,,,,
table_under_pick,42,cbf-rrtc,0,0,5.00017,2181022,5646,0.0133609,0.0200168,,,,,,
table_under_pick,43,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,43,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,44,rrtconnect,0,1,0.000932002,1000,14,0,0,0.00288652,0,729,0,0.00249477,0
table_under_pick,44,cbf-rrtc,0,1,0.0019292,785,13,0.0332022,0.0853503,-0.00130883,7,519,0,0.00249477,0
table_under_pick,45,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,45,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,46,rrtconnect,0,1,0.000871829,917,13,0,0,0.00170543,0,828,0,0.00249477,0
table_under_pick,46,cbf-rrtc,0,1,0.00438311,1792,22,0.0280392,0.0373884,-0.000256594,235,975,0,0.00249477,0
table_under_pick,47,rrtconnect,0,1,0.00100152,1071,13,0,0,0.000516343,0,819,0,0.00249477,0
table_under_pick,47,cbf-rrtc,0,1,0.00307508,1203,15,0.0272253,0.00997506,-0.00293878,106,1058,0,0.00249477,0
table_under_pick,48,rrtconnect,0,1,0.000588329,607,10,0,0,0.0018026,0,501,0,0.00249477,0
table_under_pick,48,cbf-rrtc,0,1,0.00106213,465,10,0.0364736,0.197849,-0.00313993,129,847,0,0.00249477,0
table_under_pick,49,rrtconnect,0,1,0.000797206,856,12,0,0,0.00236749,0,985,0,0.00249477,0
table_under_pick,49,cbf-rrtc,0,1,0.000366279,164,8,0.0681981,0.268293,-0.000317698,32,557,0,0.00249477,0
table_under_pick,50,rrtconnect,0,1,0.00199827,2141,25,0,0,0.00327451,0,1447,0,0.00249477,0
table_under_pick,50,cbf-rrtc,0,1,0.00141819,603,11,0.033918,0.14262,-0.000126706,184,712,0,0.00249477,0
table_under_pick,51,rrtconnect,0,1,0.000799831,827,12,0,0,4.40768e-05,0,843,0,0.00249477,0
table_under_pick,51,cbf-rrtc,0,1,0.00250794,1052,17,0.0301801,0.0655894,-0.00263274,161,815,0,0.00249477,0
table_under_pick,52,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,52,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,53,rrtconnect,0,0,5.00001,1662591,41380,0,0,,,,,,
table_under_pick,53,cbf-rrtc,0,0,5.00023,2172470,5681,0.0133213,0.0202392,,,,,,
table_under_pick,54,rrtconnect,0,1,0.00105309,1107,14,0,0,0.00126167,0,683,0,0.00249477,0
table_under_pick,54,cbf-rrtc,0,1,0.000697635,322,10,0.0510354,0.282609,9.32588e-07,0,648,0,0.00249477,0
table_under_pick,55,rrtconnect,0,1,0.000824704,862,12,0,0,0.00245866,0,553,0,0.00249477,0
table_under_pick,55,cbf-rrtc,0,1,0.00195246,801,14,0.0336714,0.0649189,-0.00333907,78,916,0,0.00249477,0
table_under_pick,56,rrtconnect,0,1,0.000846091,905,11,0,0,0.00534329,0,687,0,0.00249477,0
table_under_pick,56,cbf-rrtc,0,1,0.00267961,1113,17,0.0314445,0.0440252,-6.90394e-05,68,856,0,0.00249477,0
table_under_pick,57,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,57,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,58,rrtconnect,0,0,5.00002,1627065,40358,0,0,,,,,,
table_under_pick,58,cbf-rrtc,0,0,5.00002,2174678,5609,0.01339,0.0206923,,,,,,
table_under_pick,59,rrtconnect,0,1,0.00130749,1399,18,0,0,0.00375192,0,798,0,0.00249477,0
table_under_pick,59,cbf-rrtc,0,1,0.00253125,1014,15,0.0283344,0.0936884,-0.000856751,296,1040,0,0.00249477,0
table_under_pick,60,rrtconnect,0,1,0.00057409,587,9,0,0,0.00338901,0,638,0,0.00249477,0
table_under_pick,60,cbf-rrtc,0,1,0.000135077,80,7,0.12483,0.725,0.00338887,0,536,0,0.00249477,0
table_under_pick,61,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,61,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,63,rrtconnect,0,1,0.0013763,1456,18,0,0,0.00331123,0,806,0,0.00249477,0
table_under_pick,63,cbf-rrtc,0,1,0.00154042,672,11,0.0328648,0.0386905,-0.00219099,149,983,0,0.00249477,0
table_under_pick,64,rrtconnect,0,1,0.00165669,1769,23,0,0,0.00497943,0,968,0,0.00249477,0
table_under_pick,64,cbf-rrtc,0,1,0.00149177,606,12,0.0338576,0.141914,-0.000475247,167,821,0,0.00249477,0
table_under_pick,65,rrtconnect,1,0,0,0,0,0,0,,,,,,
table_under_pick,65,cbf-rrtc,1,0,0,0,0,0,0,,,,,,
table_under_pick,66,rrtconnect,0,1,0.00252918,2704,32,0,0,0.000829898,0,657,0,0.00249477,0
table_under_pick,66,cbf-rrtc,0,1,0.00258925,1024,15,0.0291639,0.0556641,-0.00155402,292,849,0,0.00249477,0
table_under_pick,67,rrtconnect,0,1,0.000666613,695,11,0,0,0.00394792,0,611,0,0.00249477,0
table_under_pick,67,cbf-rrtc,0,1,0.00171488,691,12,0.0285562,0.00144718,-0.00131351,335,869,0,0.00249477,0
table_under_pick,68,rrtconnect,0,1,0.000424753,449,8,0,0,0.000473698,0,508,0,0.00249477,0
table_under_pick,68,cbf-rrtc,0,1,0.00266132,1123,17,0.0297842,0.0436331,-0.00329805,414,1175,0,0.00249477,0
table_under_pick,69,rrtconnect,0,1,0.00120399,1254,16,0,0,0.00464229,0,742,0,0.00249477,0
table_under_pick,69,cbf-rrtc,0,1,0.00545988,2207,27,0.030227,0.0579973,-0.005208,275,1033,0,0.00249477,0
