cert_solved,cert_eligible,cert_median_seconds,cert_mean_seconds,cert_median_samples,cert_mean_samples,cert_median_vertices,cert_mean_vertices,cert_median_rad_per_call,cert_mean_rad_per_call,cert_median_path_length,cert_mean_path_length,cert_p95_seconds,cert_coarse,cert_unsafe,cert_audited,cert_worst_clearance,cert_misses,cert_self_colliding,fixed_solved,fixed_eligible,fixed_median_seconds,fixed_mean_seconds,fixed_median_samples,fixed_mean_samples,fixed_median_vertices,fixed_mean_vertices,fixed_median_rad_per_call,fixed_mean_rad_per_call,fixed_median_path_length,fixed_mean_path_length,fixed_p95_seconds,fixed_coarse,fixed_unsafe,fixed_audited,fixed_worst_clearance,fixed_misses,fixed_self_colliding,paired_n,paired_median_ratio_seconds,paired_median_ratio_samples,paired_median_ratio_vertices,paired_median_ratio_rad_per_call,paired_median_ratio_path_length,paired_slower_without
700,700,0.828905,3.375059182857143,341.5,1297.1057142857144,12.0,25.9,0.0375994,0.04870408085714286,9.618625,11.422219642857144,18.206314999999993,0.17893158888571428,3049,491983,-0.0194528,0,0,700,700,0.9593715,3.8045071914285713,430.0,1505.82,12.0,27.807142857142857,0.02945215,0.02988441042857143,9.18331,11.0575042,20.48471499999998,0.0,2982,502909,-0.0140684,0,0,700,1.163062259483199,1.2574006837516234,1.0451766304347827,0.7900736416198799,0.9551365044771014,541
