seed,scene,problem,method,eligible,solved,seconds,samples,vertices,path_length,waypoints,audited_states,unsafe_states,min_clearance,min_self_overlap,self_colliding,misses,rad_per_call,coarse_fraction,primary_samples,productive_samples,vertices_per_sample,picard_attempts,picard_accepted,picard_fallbacks,audit_safe
1,box,6,qpFreeGate,1,1,0.00044812,416,14,9.59935,587,587,0,0.00532209,0.00249477,0,0,0.0334857,0.0,16,7,0.875,0,0,0,True
1,box,6,VAMP,1,1,2.6004e-05,600,8,10.4526,7,524,0,0.0196105,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,box,7,isSafe,1,1,0.000291918,311,6,7.44295,5,374,0,0.0341961,0.00249477,0,0,0.0,0.0,4,2,1.5,0,0,0,True
1,box,7,qpFixed,1,1,0.000962492,591,17,11.275,697,697,4,-0.000588844,0.00249477,0,0,0.0313148,0.0,7,6,2.42857,0,0,0,False
1,box,7,bubbleCBF,1,1,0.000609976,288,11,10.594,621,621,1,-0.00182965,0.00249477,0,0,0.0447322,0.173611,4,4,2.75,0,0,0,False
1,box,7,qpFreeGate,1,1,0.00363538,3371,83,13.032,819,819,0,0.00580965,0.00249477,0,0,0.0327038,0.0,261,73,0.318008,0,0,0,True
1,box,7,VAMP,1,1,2.2364e-05,373,6,7.44295,5,374,0,0.0341961,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,box,8,isSafe,1,1,0.000986857,1118,16,16.0227,10,803,0,0.0615018,0.00249477,0,0,0.0,0.0,44,11,0.363636,0,0,0,True
1,box,8,qpFixed,1,1,0.000450136,268,9,7.15122,470,470,0,0.00085831,0.00249477,0,0,0.0284754,0.0,2,2,4.5,0,0,0,True
1,box,8,bubbleCBF,1,1,0.000499961,225,10,7.16944,447,447,0,0.00177834,0.00249477,0,0,0.0375779,0.111111,2,2,5,0,0,0,True
1,box,8,qpFreeGate,1,1,0.0023873,2225,57,15.8457,956,956,0,0.0615035,0.00249477,0,0,0.0346942,0.0,145,49,0.393103,0,0,0,True
1,box,8,VAMP,1,1,7.9044e-05,3169,18,16.0227,10,803,0,0.0615018,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,box,9,isSafe,1,1,0.000410595,463,8,7.15598,5,359,0,0.00541824,0.00249477,0,0,0.0,0.0,6,4,1.33333,0,0,0,True
1,box,9,qpFixed,1,1,0.000901333,580,14,9.58089,584,584,0,0.000972949,0.00249477,0,0,0.0319771,0.0,6,5,2.33333,0,0,0,True
1,box,9,bubbleCBF,1,1,0.000864013,409,15,11.2358,625,625,0,0.0016805,0.00249477,0,0,0.053222,0.134474,5,5,3,0,0,0,True
1,box,9,qpFreeGate,1,1,0.00376431,3464,81,15.5522,939,939,0,0.00509685,0.00249477,0,0,0.0332632,0.0,253,70,0.320158,0,0,0,True
1,box,9,VAMP,1,1,2.5881e-05,560,8,7.15598,5,359,0,0.00541824,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,box,10,isSafe,1,1,0.000939083,1050,14,11.1364,7,558,0,0.00188419,0.00249477,0,0,0.0,0.0,63,10,0.222222,0,0,0,True
1,box,10,qpFixed,1,1,0.000246269,161,7,5.34131,322,322,0,0.0005356,0.00249477,0,0,0.0331758,0.0,1,1,7,0,0,0,True
1,box,10,bubbleCBF,1,1,0.000174675,86,6,6.01327,338,338,1,-0.000122174,0.00249477,0,0,0.0699217,0.255814,1,1,6,0,0,0,False
1,box,10,qpFreeGate,1,1,0.000406502,372,12,8.1127,533,533,0,0.00541581,0.00249477,0,0,0.0339855,0.0,19,6,0.631579,0,0,0,True
1,box,10,VAMP,1,1,6.8428e-05,3163,12,9.5778,6,480,0,0.0212908,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,box,11,isSafe,1,1,0.000617432,677,10,12.7343,8,638,0,0.00164937,0.00249477,0,0,0.0,0.0,17,6,0.588235,0,0,0,True
1,box,11,qpFixed,1,1,0.000169911,137,6,4.31788,275,275,0,0.000472368,0.00249477,0,0,0.0315173,0.0,1,1,6,0,0,0,True
1,box,11,bubbleCBF,1,1,7.386e-05,42,5,4.71812,249,249,0,0.00249676,0.00249477,0,0,0.112336,0.47619,1,1,5,0,0,0,True
1,box,11,qpFreeGate,1,1,0.000455413,432,15,10.0065,611,611,0,0.00561232,0.00249477,0,0,0.0342318,0.0,14,9,1.07143,0,0,0,True
1,box,11,VAMP,1,1,4.7452e-05,1290,11,15.5308,9,778,0,0.0706825,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,box,12,isSafe,1,1,0.0016978,1945,25,16.4659,10,825,0,0.00708626,0.00249477,0,0,0.0,0.0,71,20,0.352113,0,0,0,True
1,box,12,qpFixed,1,1,0.000801399,499,14,11.2019,737,737,0,0.00246844,0.00249477,0,0,0.0277045,0.0,5,5,2.8,0,0,0,True
1,box,12,bubbleCBF,1,1,0.000917009,450,12,11.6172,716,716,0,0.00102199,0.00249477,0,0,0.0338934,0.117778,5,5,2.4,0,0,0,True
1,box,12,qpFreeGate,1,1,0.00104222,951,26,9.53057,598,598,0,0.00599706,0.00249477,0,0,0.0347794,0.0,41,19,0.634146,0,0,0,True
1,box,12,VAMP,1,1,0.000154673,5754,35,9.98817,6,501,0,0.0210842,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,box,13,isSafe,1,1,0.00234744,2702,32,11.8198,7,592,0,0.00179665,0.00249477,0,0,0.0,0.0,123,28,0.260163,0,0,0,True
1,box,13,qpFixed,1,1,0.000265582,161,7,4.48404,333,333,0,0.00230212,0.00249477,0,0,0.0278512,0.0,1,1,7,0,0,0,True
1,box,13,bubbleCBF,1,1,0.00090327,419,13,11.5573,698,698,0,0.00113692,0.00249477,0,0,0.0342724,0.0357995,5,5,2.6,0,0,0,True
1,box,13,qpFreeGate,1,1,0.0009461,870,23,10.1998,663,663,0,0.00590578,0.00249477,0,0,0.0347794,0.0,60,17,0.383333,0,0,0,True
1,box,13,VAMP,1,1,0.000213685,8508,42,21.492,12,1076,3,-0.000929368,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,False
1,box,14,isSafe,1,1,0.000287876,318,6,7.73568,5,388,0,0.0132591,0.00249477,0,0,0.0,0.0,3,2,2,0,0,0,True
1,box,14,qpFixed,1,1,0.000267294,171,7,5.75621,396,396,0,0.000765242,0.00249477,0,0,0.033662,0.0,1,1,7,0,0,0,True
1,box,14,bubbleCBF,1,1,0.000208266,101,7,5.59747,339,339,0,0.000872517,0.00249477,0,0,0.0554205,0.188119,1,1,7,0,0,0,True
1,box,14,qpFreeGate,1,1,0.000415514,372,14,10.0557,652,652,0,0.0057404,0.00249477,0,0,0.035656,0.0,11,7,1.27273,0,0,0,True
1,box,14,VAMP,1,1,1.9892e-05,318,6,7.73568,5,388,0,0.0132591,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,box,15,isSafe,1,1,0.000976689,1129,15,7.12543,5,358,0,0.062262,0.00249477,0,0,0.0,0.0,54,12,0.277778,0,0,0,True
1,box,15,qpFixed,1,1,0.000722261,454,12,7.55127,465,465,2,-0.00102937,0.00249477,0,0,0.0297058,0.0,5,4,2.4,0,0,0,False
1,box,15,bubbleCBF,1,1,0.000636737,316,11,11.734,731,731,0,0.00022566,0.00249477,0,0,0.0382862,0.123418,3,3,3.66667,0,0,0,True
1,box,15,qpFreeGate,1,1,0.000639601,565,17,14.2636,929,929,0,0.00586913,0.00249477,0,0,0.0359669,0.0,32,11,0.53125,0,0,0,True
1,box,15,VAMP,1,1,8.3143e-05,3193,19,14.3243,9,718,3,-0.000749424,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,False
1,box,16,isSafe,1,1,0.00243305,2791,33,18.61,11,932,0,0.0204958,0.00249477,0,0,0.0,0.0,106,29,0.311321,0,0,0,True
1,box,16,qpFixed,1,1,0.000272605,229,8,7.45926,459,459,0,0.00199276,0.00249477,0,0,0.0325732,0.0,1,1,8,0,0,0,True
1,box,16,bubbleCBF,1,1,0.000127207,69,7,8.16528,444,444,0,0.00173326,0.00249477,0,0,0.118337,0.478261,1,1,7,0,0,0,True
1,box,16,qpFreeGate,1,1,0.00279774,2632,65,21.0222,1229,1229,0,0.00882497,0.00249477,0,0,0.0332617,0.0,190,58,0.342105,0,0,0,True
1,box,16,VAMP,1,1,0.000188135,9059,41,18.61,11,932,0,0.0204958,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,box,17,isSafe,1,1,0.00180728,2084,25,13.88,8,696,0,0.00188864,0.00249477,0,0,0.0,0.0,97,21,0.257732,0,0,0,True
1,box,17,qpFixed,1,1,0.000552189,361,10,7.79112,447,447,0,0.00385363,0.00249477,0,0,0.0309871,0.0,3,3,3.33333,0,0,0,True
1,box,17,bubbleCBF,1,1,0.000503495,243,10,9.52385,553,553,0,0.000250533,0.00249477,0,0,0.0428942,0.156379,3,3,3.33333,0,0,0,True
1,box,17,qpFreeGate,1,1,0.000405186,370,13,8.80318,534,534,0,0.00385363,0.00249477,0,0,0.0359335,0.0,9,7,1.44444,0,0,0,True
1,box,17,VAMP,1,1,2.818e-05,584,7,5.8369,4,293,0,0.0017461,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,box,18,isSafe,1,1,0.00313001,3608,42,15.3814,9,771,0,0.0192368,0.00249477,0,0,0.0,0.0,196,38,0.214286,0,0,0,True
1,box,18,qpFixed,1,1,0.00105374,635,14,9.72293,581,581,0,0.00125225,0.00249477,0,0,0.0286338,0.0,7,6,2,0,0,0,True
1,box,18,bubbleCBF,1,1,0.000839913,389,13,12.3829,688,688,0,0.00370868,0.00249477,0,0,0.043354,0.0822622,6,5,2.16667,0,0,0,True
1,box,18,qpFreeGate,1,1,0.000936571,880,26,13.5667,879,879,0,0.00526305,0.00249477,0,0,0.0323396,0.0,35,18,0.742857,0,0,0,True
1,box,18,VAMP,1,1,0.000116705,5188,25,12.6358,8,633,0,0.0192368,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,box,19,isSafe,1,1,0.000576627,643,10,14.8512,9,744,0,0.0147043,0.00249477,0,0,0.0,0.0,19,6,0.526316,0,0,0,True
1,box,19,qpFixed,1,1,0.000668503,412,13,7.36267,480,480,0,0.00064763,0.00249477,0,0,0.0267257,0.0,3,3,4.33333,0,0,0,True
1,box,19,bubbleCBF,1,1,0.00215371,1026,23,12.0412,717,717,0,0.00244887,0.00249477,0,0,0.0339136,0.0565302,12,12,1.91667,0,0,0,True
1,box,19,qpFreeGate,1,1,0.00123767,1118,30,13.2522,856,856,0,0.0041975,0.00249477,0,0,0.0319076,0.0,56,20,0.535714,0,0,0,True
1,box,19,VAMP,1,1,3.8859e-05,1386,10,14.8512,9,744,0,0.0147043,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,box,20,isSafe,1,1,0.00108684,1255,16,13.1443,8,659,0,0.017261,0.00249477,0,0,0.0,0.0,36,11,0.444444,0,0,0,True
1,box,20,qpFixed,1,1,0.000275345,198,7,6.77615,444,444,0,0.00361869,0.00249477,0,0,0.034223,0.0,1,1,7,0,0,0,True
1,box,20,bubbleCBF,1,1,0.000199633,98,7,7.13867,408,408,0,0.00364608,0.00249477,0,0,0.0728436,0.163265,1,1,7,0,0,0,True
1,box,20,qpFreeGate,1,1,0.000704332,657,18,12.2139,768,768,0,0.00720964,0.00249477,0,0,0.0342662,0.0,34,12,0.529412,0,0,0,True
1,box,20,VAMP,1,1,6.2532e-05,2520,15,13.7643,8,690,0,0.0316525,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,table_pick,1,isSafe,1,1,0.00100937,1162,15,10.0507,7,504,2,-0.000698565,0.00249477,0,0,0.0,0.0,33,9,0.454545,0,0,0,False
1,table_pick,1,qpFixed,1,1,0.00034845,253,9,8.14982,507,507,0,0.00191839,0.00249477,0,0,0.0322127,0.0,1,1,9,0,0,0,True
1,table_pick,1,bubbleCBF,1,1,0.000262734,126,7,8.49364,478,478,0,0.00131779,0.00249477,0,0,0.0674098,0.246032,1,1,7,0,0,0,True
1,table_pick,1,qpFreeGate,1,1,0.00501301,4733,113,18.089,1065,1065,0,0.00359862,0.00249477,0,0,0.0325795,0.0,458,109,0.246725,0,0,0,True
1,table_pick,1,VAMP,1,1,9.094e-05,2792,17,10.0507,7,504,2,-0.000698565,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,False
1,table_pick,2,isSafe,1,1,0.0028051,3224,37,13.4265,8,673,0,0.000397951,0.00249477,0,0,0.0,0.0,176,34,0.210227,0,0,0,True
1,table_pick,2,qpFixed,1,1,0.000347841,252,9,8.06488,505,505,0,0.000225666,0.00249477,0,0,0.0320035,0.0,1,1,9,0,0,0,True
1,table_pick,2,bubbleCBF,1,1,0.000267195,130,7,8.25588,478,478,2,-0.000645602,0.00249477,0,0,0.0635068,0.207692,1,1,7,0,0,0,False
1,table_pick,2,qpFreeGate,1,0,5.00002,1472281,50711,0.0,0,0,0,inf,inf,0,0,0.0254935,0.0,365671,50709,0.138679,0,0,0,False
1,table_pick,2,VAMP,1,1,0.000308837,11167,49,13.2898,8,666,0,0.000397951,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,table_pick,3,isSafe,1,1,0.00241202,2793,34,12.3579,8,619,4,-0.0019446,0.00249477,0,0,0.0,0.0,140,30,0.242857,0,0,0,False
1,table_pick,3,qpFixed,1,1,0.000395984,254,9,8.24331,509,509,0,0.000612774,0.00249477,0,0,0.032454,0.0,1,1,9,0,0,0,True
1,table_pick,3,bubbleCBF,1,1,0.000354603,160,8,8.40741,509,509,0,0.0016037,0.00249477,0,0,0.0525463,0.125,1,1,8,0,0,0,True
1,table_pick,3,qpFreeGate,1,1,0.00472909,4448,106,22.2311,1364,1364,0,0.00356395,0.00249477,0,0,0.0323821,0.0,429,99,0.247086,0,0,0,True
1,table_pick,3,VAMP,1,1,0.000252268,8947,40,12.3579,8,619,4,-0.0019446,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,False
1,table_pick,4,isSafe,1,1,0.000875594,996,13,15.9912,9,801,0,0.00366127,0.00249477,0,0,0.0,0.0,34,10,0.382353,0,0,0,True
1,table_pick,4,qpFixed,1,1,0.000257911,213,8,7.06514,456,456,0,0.00145348,0.00249477,0,0,0.0331697,0.0,1,1,8,0,0,0,True
1,table_pick,4,bubbleCBF,1,1,0.000148738,82,7,7.14838,398,398,0,0.00162874,0.00249477,0,0,0.0871754,0.560976,1,1,7,0,0,0,True
1,table_pick,4,qpFreeGate,1,0,5.00002,1439711,48946,0.0,0,0,0,inf,inf,0,0,0.025048,0.0,375785,48944,0.13025,0,0,0,False
1,table_pick,4,VAMP,1,1,9.6138e-05,2915,14,15.9912,9,801,0,0.00366127,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,table_pick,5,isSafe,1,1,0.000894167,1011,14,15.3682,9,770,2,-0.00159866,0.00249477,0,0,0.0,0.0,34,10,0.411765,0,0,0,False
1,table_pick,5,qpFixed,1,1,0.00038256,292,10,8.66725,585,585,8,-0.00247706,0.00249477,0,0,0.0296824,0.0,1,1,10,0,0,0,False
1,table_pick,5,bubbleCBF,1,1,0.000409372,186,9,9.95548,613,613,11,-0.00266727,0.00249477,0,0,0.0535241,0.0967742,1,1,9,0,0,0,False
1,table_pick,5,qpFreeGate,1,0,5.00002,1500696,51740,0.0,0,0,0,inf,inf,0,0,0.0255445,0.0,371077,51738,0.139432,0,0,0,False
1,table_pick,5,VAMP,1,1,9.0491e-05,2575,17,15.3682,9,770,2,-0.00159866,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,False
1,table_pick,6,isSafe,1,1,0.00101929,1153,16,10.6231,7,533,0,0.00116833,0.00249477,0,0,0.0,0.0,36,12,0.444444,0,0,0,True
1,table_pick,6,qpFixed,1,1,0.00021894,166,7,5.79754,344,344,1,-0.000483699,0.00249477,0,0,0.034925,0.0,1,1,7,0,0,0,False
1,table_pick,6,bubbleCBF,1,1,0.000123227,61,6,6.74603,368,368,1,-0.000749226,0.00249477,0,0,0.110591,0.311475,1,1,6,0,0,0,False
1,table_pick,6,qpFreeGate,1,0,5.00004,1498029,51684,0.0,0,0,0,inf,inf,0,0,0.0254136,0.0,374973,51682,0.137834,0,0,0,False
1,table_pick,6,VAMP,1,1,0.000104076,2938,19,10.6231,7,533,0,0.00116833,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,table_pick,7,isSafe,1,1,0.000247863,261,6,6.06038,5,305,2,-0.00376084,0.00249477,0,0,0.0,0.0,4,2,1.5,0,0,0,False
1,table_pick,7,qpFixed,1,1,0.000136141,104,5,3.77895,262,262,0,0.00303472,0.00249477,0,0,0.036336,0.0,1,1,5,0,0,0,True
1,table_pick,7,bubbleCBF,1,1,6.3146e-05,32,5,5.18705,281,281,0,0.00301867,0.00249477,0,0,0.162095,0.4375,1,1,5,0,0,0,True
1,table_pick,7,qpFreeGate,1,0,5.00002,1483639,51437,0.0,0,0,0,inf,inf,0,0,0.02549,0.0,369323,51435,0.139274,0,0,0,False
1,table_pick,7,VAMP,1,1,0.000133352,3646,22,4.51052,4,227,0,0.000359342,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,table_pick,8,isSafe,1,1,0.000690825,780,10,4.39673,4,221,1,-0.000694759,0.00249477,0,0,0.0,0.0,12,6,0.833333,0,0,0,False
1,table_pick,8,qpFixed,1,1,0.000125379,102,5,3.98595,266,266,0,0.000751092,0.00249477,0,0,0.039078,0.0,1,1,5,0,0,0,True
1,table_pick,8,bubbleCBF,1,1,6.0664e-05,34,5,5.46273,295,295,0,0.000714569,0.00249477,0,0,0.160668,0.441176,1,1,5,0,0,0,True
1,table_pick,8,qpFreeGate,1,1,0.00172612,1697,47,9.26426,614,614,0,0.00341799,0.00249477,0,0,0.035063,0.0,112,43,0.419643,0,0,0,True
1,table_pick,8,VAMP,1,1,5.2302e-05,1126,11,4.39673,4,221,1,-0.000694759,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,False
1,table_pick,9,isSafe,1,1,0.000648747,732,10,9.69824,6,486,0,0.00423284,0.00249477,0,0,0.0,0.0,30,6,0.333333,0,0,0,True
1,table_pick,9,qpFixed,1,1,0.000373957,269,9,8.14769,539,539,31,-0.00104892,0.00249477,0,0,0.0302888,0.0,1,1,9,0,0,0,False
1,table_pick,9,bubbleCBF,1,1,0.000350073,179,8,8.56731,521,521,6,-0.000480564,0.00249477,0,0,0.0478621,0.234637,1,1,8,0,0,0,False
1,table_pick,9,qpFreeGate,1,0,5.00004,1462154,50172,0.0,0,0,0,inf,inf,0,0,0.0253604,0.0,369045,50170,0.135951,0,0,0,False
1,table_pick,9,VAMP,1,1,8.0155e-05,1928,12,13.0368,8,653,0,0.00423284,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,table_pick,10,isSafe,1,1,0.00371703,4276,47,19.1598,11,959,3,-0.00179014,0.00249477,0,0,0.0,0.0,314,44,0.149682,0,0,0,False
1,table_pick,10,qpFixed,1,1,0.00021739,159,6,5.0522,319,319,0,0.00173588,0.00249477,0,0,0.0317749,0.0,1,1,6,0,0,0,True
1,table_pick,10,bubbleCBF,1,1,0.000158946,80,6,5.58972,320,320,0,0.00148937,0.00249477,0,0,0.0698715,0.2875,1,1,6,0,0,0,True
1,table_pick,10,qpFreeGate,1,1,0.00679773,6315,147,16.2399,1005,1005,0,0.00399763,0.00249477,0,0,0.0309323,0.0,732,141,0.20082,0,0,0,True
1,table_pick,10,VAMP,1,1,0.000427493,17407,52,17.2119,10,862,3,-0.00179014,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,False
1,table_pick,11,isSafe,1,1,0.00253983,2925,31,5.75496,4,289,0,0.00194436,0.00249477,0,0,0.0,0.0,158,28,0.196203,0,0,0,True
1,table_pick,11,qpFixed,1,1,0.000179882,139,6,4.39196,279,279,0,5.12147e-05,0.00249477,0,0,0.0315968,0.0,1,1,6,0,0,0,True
1,table_pick,11,bubbleCBF,1,1,0.000117854,57,5,5.07646,275,275,13,-0.000582308,0.00249477,0,0,0.0890607,0.298246,1,1,5,0,0,0,False
1,table_pick,11,qpFreeGate,1,1,0.00540407,5149,124,15.7963,946,946,0,0.00395106,0.00249477,0,0,0.0323757,0.0,474,119,0.261603,0,0,0,True
1,table_pick,11,VAMP,1,1,0.000120568,3990,21,5.74316,4,289,2,-0.000913861,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,False
1,table_pick,12,isSafe,1,1,0.000972844,1088,12,12.6906,8,636,0,0.000671315,0.00249477,0,0,0.0,0.0,26,8,0.461538,0,0,0,True
1,table_pick,12,qpFixed,1,1,0.000354389,265,9,7.88147,531,531,0,0.000698718,0.00249477,0,0,0.0297414,0.0,1,1,9,0,0,0,True
1,table_pick,12,bubbleCBF,1,1,0.000239891,117,8,8.47882,493,493,0,0.000262196,0.00249477,0,0,0.0724686,0.213675,1,1,8,0,0,0,True
1,table_pick,12,qpFreeGate,1,1,0.00102104,1011,27,12.954,779,779,0,0.0036718,0.00249477,0,0,0.0331161,0.0,54,22,0.5,0,0,0,True
1,table_pick,12,VAMP,1,1,8.854e-05,2417,15,12.6906,8,636,0,0.000671315,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,table_pick,13,isSafe,1,1,0.00103521,1176,14,11.8359,7,593,0,0.0019792,0.00249477,0,0,0.0,0.0,60,10,0.233333,0,0,0,True
1,table_pick,13,qpFixed,1,1,0.000379061,253,9,8.74304,547,547,0,0.000964759,0.00249477,0,0,0.0345575,0.0,1,1,9,0,0,0,True
1,table_pick,13,bubbleCBF,1,1,0.000359821,169,8,8.97047,517,517,0,0.00159658,0.00249477,0,0,0.0530797,0.159763,1,1,8,0,0,0,True
1,table_pick,13,qpFreeGate,1,1,0.00225317,2129,54,13.2503,799,799,0,0.00334125,0.00249477,0,0,0.0308776,0.0,219,46,0.246575,0,0,0,True
1,table_pick,13,VAMP,1,1,0.000114576,4054,19,11.8359,7,593,0,0.0019792,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,table_pick,14,isSafe,1,1,0.000527492,593,9,9.27022,6,465,0,2.85478e-05,0.00249477,0,0,0.0,0.0,14,5,0.642857,0,0,0,True
1,table_pick,14,qpFixed,1,1,0.000308878,252,9,7.20803,505,505,0,0.00210735,0.00249477,0,0,0.0286033,0.0,1,1,9,0,0,0,True
1,table_pick,14,bubbleCBF,1,1,0.000144117,76,7,7.59263,420,420,0,0.00224406,0.00249477,0,0,0.099903,0.289474,1,1,7,0,0,0,True
1,table_pick,14,qpFreeGate,1,0,5.00006,1450045,49870,0.0,0,0,0,inf,inf,0,0,0.0254633,0.0,362801,49868,0.137458,0,0,0,False
1,table_pick,14,VAMP,1,1,6.1143e-05,1350,10,9.27022,6,465,0,2.85478e-05,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,table_pick,15,isSafe,1,1,0.000254563,268,6,6.37896,5,320,1,-0.00312606,0.00249477,0,0,0.0,0.0,4,2,1.5,0,0,0,False
1,table_pick,15,qpFixed,1,1,0.000245683,189,8,5.52517,368,368,0,0.000396381,0.00249477,0,0,0.0292337,0.0,1,1,8,0,0,0,True
1,table_pick,15,bubbleCBF,1,1,0.000225547,109,10,6.08735,352,352,0,0.000588051,0.00249477,0,0,0.0558473,0.293578,1,1,10,0,0,0,True
1,table_pick,15,qpFreeGate,1,1,0.0011053,1058,29,11.3002,718,718,0,0.00354725,0.00249477,0,0,0.0325924,0.0,82,25,0.353659,0,0,0,True
1,table_pick,15,VAMP,1,1,2.1701e-05,405,6,6.37896,5,320,1,-0.00312606,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,False
1,table_pick,16,isSafe,1,1,0.000485917,547,8,8.66179,6,435,3,-0.00537818,0.00249477,0,0,0.0,0.0,9,3,0.888889,0,0,0,False
1,table_pick,16,qpFixed,1,1,0.00011866,92,5,3.28061,211,211,0,0.000350554,0.00249477,0,0,0.0356588,0.0,1,1,5,0,0,0,True
1,table_pick,16,bubbleCBF,1,1,0.00010004,52,5,4.23602,248,248,1,-0.000305155,0.00249477,0,0,0.0814619,0.230769,1,1,5,0,0,0,False
1,table_pick,16,qpFreeGate,1,1,0.000808342,773,21,5.81156,409,409,0,0.00238874,0.00249477,0,0,0.0349089,0.0,33,15,0.636364,0,0,0,True
1,table_pick,16,VAMP,1,1,6.3303e-05,1522,12,6.4373,5,323,0,0.00212312,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,True
1,table_pick,17,isSafe,1,1,0.000360563,387,7,9.5103,6,477,2,-0.00299641,0.00249477,0,0,0.0,0.0,2,2,3.5,0,0,0,False
1,table_pick,17,qpFixed,1,1,0.000327385,274,9,8.00095,549,549,0,0.000900561,0.00249477,0,0,0.0292005,0.0,1,1,9,0,0,0,True
1,table_pick,17,bubbleCBF,1,1,0.00016438,85,7,8.38427,469,469,0,0.000837837,0.00249477,0,0,0.0986384,0.305882,1,1,7,0,0,0,True
1,table_pick,17,qpFreeGate,1,0,5.00002,1465715,50279,0.0,0,0,0,inf,inf,0,0,0.025329,0.0,371443,50277,0.135361,0,0,0,False
1,table_pick,17,VAMP,1,1,3.686e-05,380,7,9.5103,6,477,2,-0.00299641,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,False
1,table_pick,18,isSafe,1,1,0.000757881,868,11,13.3338,8,668,1,-0.000688174,0.00249477,0,0,0.0,0.0,31,6,0.354839,0,0,0,False
1,table_pick,18,qpFixed,1,1,0.000452209,265,9,9.09827,598,598,0,0.0011059,0.00249477,0,0,0.0343331,0.0,1,1,9,0,0,0,True
1,table_pick,18,bubbleCBF,1,1,0.000492384,225,9,9.18886,567,567,0,0.00104479,0.00249477,0,0,0.0408394,0.0711111,1,1,9,0,0,0,True
1,table_pick,18,qpFreeGate,1,0,5.00001,1473507,50780,0.0,0,0,0,inf,inf,0,0,0.0254859,0.0,366365,50778,0.138605,0,0,0,False
1,table_pick,18,VAMP,1,1,9.1525e-05,2380,14,13.3338,8,668,1,-0.000688174,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,False
1,table_pick,19,isSafe,1,1,0.000411462,450,8,8.765,6,440,4,-0.000185687,0.00249477,0,0,0.0,0.0,6,3,1.33333,0,0,0,False
1,table_pick,19,qpFixed,1,1,0.000510563,293,10,8.30137,587,587,66,-0.0013527,0.00249477,0,0,0.0283323,0.0,1,1,10,0,0,0,False
1,table_pick,19,bubbleCBF,1,1,0.000687843,291,10,8.94616,607,607,20,-0.0014861,0.00249477,0,0,0.0307428,0.0343643,1,1,10,0,0,0,False
1,table_pick,19,qpFreeGate,1,1,0.0018064,1710,41,16.7739,983,983,0,0.00345358,0.00249477,0,0,0.0330131,0.0,141,35,0.29078,0,0,0,True
1,table_pick,19,VAMP,1,1,3.5964e-05,551,8,8.765,6,440,4,-0.000185687,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,False
1,table_pick,20,isSafe,1,1,0.000493032,557,7,3.80706,3,192,2,-0.0020707,0.00249477,0,0,0.0,0.0,6,4,1.16667,0,0,0,False
1,table_pick,20,qpFixed,1,1,0.000132459,113,5,4.19773,264,264,0,0.00258299,0.00249477,0,0,0.037148,0.0,1,1,5,0,0,0,True
1,table_pick,20,bubbleCBF,1,1,5.3451e-05,30,5,5.35289,288,288,0,0.00126367,0.00249477,0,0,0.17843,0.5,1,1,5,0,0,0,True
1,table_pick,20,qpFreeGate,1,1,0.00860937,7986,182,17.3018,1031,1031,0,0.00394491,0.00249477,0,0,0.0311792,0.0,1019,177,0.178606,0,0,0,True
1,table_pick,20,VAMP,1,1,1.9526e-05,180,5,5.33627,4,268,2,-0.00391564,0.00249477,0,0,0.0,0.0,0,0,0,0,0,0,False
