seed,scene,problem,method,eligible,solved,seconds,samples,vertices,skipped
100,corridor,far_end_under_the_ceiling,qpEnvelope,1,1,0.007164,4522,13,0
100,shelf,lower_bay_left,isSafe,1,1,0.002859,2818,8,0
100,shelf,lower_bay_left,qpFixed,1,1,0.004696,30867,17,0
100,shelf,lower_bay_right,isSafe,1,1,0.002293,4667,8,0
100,shelf,lower_bay_right,qpFixed,1,1,0.003796,10323,10,0
100,shelf,upper_bay_left,isSafe,1,1,0.000928,959,6,0
100,shelf,upper_bay_left,qpFixed,1,1,0.000957,3158,6,0
100,shelf,upper_bay_right,isSafe,1,1,0.000676,738,6,0
100,shelf,upper_bay_right,qpFixed,1,1,0.001903,17560,9,0
100,shelf,lower_bay_left,qpAdaptive,1,1,0.004667,6297,17,0
100,shelf,lower_bay_right,qpAdaptive,1,1,0.003746,3459,10,0
100,shelf,upper_bay_left,qpAdaptive,1,1,0.001225,1408,6,0
100,shelf,upper_bay_right,qpAdaptive,1,1,0.001582,1774,9,0
100,shelf,lower_bay_left,qpEnvelope,1,1,0.004634,6772,17,0
100,shelf,lower_bay_right,qpEnvelope,1,1,0.003507,2879,10,0
100,shelf,upper_bay_left,qpEnvelope,1,1,0.001190,1266,6,0
100,shelf,upper_bay_right,qpEnvelope,1,1,0.001556,1500,9,0
200,pillars,between_posts_right,isSafe,1,1,0.000251,250,6,0
200,pillars,between_posts_right,qpFixed,1,1,0.000626,3291,6,0
200,pillars,between_posts_left,isSafe,1,1,0.000218,215,5,0
200,pillars,between_posts_left,qpFixed,1,1,0.000547,1960,5,0
200,pillars,far_side_low,isSafe,1,1,0.000182,182,4,0
200,pillars,far_side_low,qpFixed,1,1,0.000428,926,5,0
200,pillars,behind_the_field,isSafe,1,1,0.000204,288,5,0
200,pillars,behind_the_field,qpFixed,1,1,0.000514,1222,5,0
200,pillars,between_posts_right,qpAdaptive,1,1,0.000363,497,6,0
200,pillars,between_posts_left,qpAdaptive,1,1,0.000196,63,5,0
200,pillars,far_side_low,qpAdaptive,1,1,0.000203,99,5,0
200,pillars,behind_the_field,qpAdaptive,1,1,0.000313,160,5,0
200,pillars,between_posts_right,qpEnvelope,1,1,0.000341,172,6,0
200,pillars,between_posts_left,qpEnvelope,1,1,0.000164,31,5,0
200,pillars,far_side_low,qpEnvelope,1,1,0.000160,40,4,0
200,pillars,behind_the_field,qpEnvelope,1,1,0.000267,116,5,0
200,clutter,high_forward,isSafe,1,1,0.000279,298,5,0
200,clutter,high_forward,qpFixed,1,1,0.000739,2367,5,0
200,clutter,behind,isSafe,1,1,0.000332,498,7,0
200,clutter,behind,qpFixed,1,1,0.005092,99131,20,0
200,clutter,high_forward,qpAdaptive,1,1,0.000609,693,6,0
200,clutter,behind,qpAdaptive,1,1,0.005474,28351,20,0
200,clutter,high_forward,qpEnvelope,1,1,0.000504,696,6,0
200,clutter,behind,qpEnvelope,1,1,0.004185,8388,20,0
200,corridor,corridor_entrance_from_above,isSafe,1,1,0.000528,360,6,0
200,corridor,corridor_entrance_from_above,qpFixed,1,1,0.000957,2397,5,0
200,corridor,under_the_ceiling,isSafe,1,1,0.003974,10127,13,0
200,corridor,under_the_ceiling,qpFixed,1,1,0.005090,359433,29,0
200,corridor,far_end_under_the_ceiling,isSafe,1,1,0.017450,18488,13,0
200,corridor,far_end_under_the_ceiling,qpFixed,1,1,0.005575,29097,15,0
200,corridor,corridor_entrance_from_above,qpAdaptive,1,1,0.000741,1093,5,0
200,corridor,under_the_ceiling,qpAdaptive,1,1,0.005039,37664,13,0
200,corridor,far_end_under_the_ceiling,qpAdaptive,1,1,0.006188,13732,15,0
200,corridor,corridor_entrance_from_above,qpEnvelope,1,1,0.000623,620,5,0
200,corridor,under_the_ceiling,qpEnvelope,1,1,0.004981,7032,13,0
200,corridor,far_end_under_the_ceiling,qpEnvelope,1,1,0.006089,8018,15,0
200,shelf,lower_bay_left,isSafe,1,1,0.002076,814,7,0
200,shelf,lower_bay_left,qpFixed,1,1,0.008028,26798,12,0
200,shelf,lower_bay_right,isSafe,1,1,0.002398,8453,13,0
200,shelf,lower_bay_right,qpFixed,1,1,0.003839,35250,12,0
200,shelf,upper_bay_left,isSafe,1,1,0.001055,1111,7,0
200,shelf,upper_bay_left,qpFixed,1,1,0.000887,1760,7,0
200,shelf,upper_bay_right,isSafe,1,1,0.000668,808,7,0
200,shelf,upper_bay_right,qpFixed,1,1,0.001039,2296,8,0
200,shelf,lower_bay_left,qpAdaptive,1,1,0.007716,21241,19,0
200,shelf,lower_bay_right,qpAdaptive,1,1,0.003955,23063,12,0
200,shelf,upper_bay_left,qpAdaptive,1,1,0.000784,2444,7,0
200,shelf,upper_bay_right,qpAdaptive,1,1,0.000878,1202,9,0
200,shelf,lower_bay_left,qpEnvelope,1,1,0.008091,20242,19,0
200,shelf,lower_bay_right,qpEnvelope,1,1,0.003939,16571,12,0
200,shelf,upper_bay_left,qpEnvelope,1,1,0.000768,2246,7,0
200,shelf,upper_bay_right,qpEnvelope,1,1,0.000847,1486,8,0
