seed,scene,problem,method,eligible,solved,seconds,samples,vertices,path_length,waypoints,audited_states,unsafe_states,min_clearance,min_self_overlap,self_colliding,misses,rad_per_call,coarse_fraction
2,bookshelf_tall,1,isSafe,1,1,0.000991344,1053,14,19.1911,11,961,0,0.00385175,0.00249477,0,0,0,0
2,bookshelf_tall,1,bubbleCBF,1,1,0.000228535,96,7,7.72637,428,428,0,0.00162134,0.00249477,0,0,0.080483,0.541667
2,bookshelf_tall,1,VAMP,1,1,0.000144525,3839,22,18.338,11,918,1,-0.000970637,0.00249477,0,0,0,0
2,bookshelf_tall,2,isSafe,1,1,0.00571005,6324,70,19.1783,11,960,0,0.00410013,0.00249477,0,0,0,0
2,bookshelf_tall,2,bubbleCBF,1,1,0.000400607,169,8,9.09817,548,548,0,0.000181504,0.00249477,0,0,0.0538353,0.16568
2,bookshelf_tall,2,VAMP,1,1,0.000195271,5794,30,18.7026,11,937,1,-0.000516841,0.00249477,0,0,0,0
2,bookshelf_tall,8,isSafe,1,1,0.00214505,2371,28,8.28616,6,416,0,0.000278469,0.00249477,0,0,0,0
2,bookshelf_tall,8,bubbleCBF,1,1,0.00156589,509,20,9.76963,603,603,0,0.000278469,0.00249477,0,0,0.0376362,0.0687623
2,bookshelf_tall,8,VAMP,1,1,0.00014629,5490,20,17.0601,10,855,0,0.000278469,0.00249477,0,0,0,0
2,bookshelf_tall,9,isSafe,1,1,0.0032649,3653,43,14.5939,9,731,7,-0.00224995,0.00249477,0,0,0,0
2,bookshelf_tall,9,bubbleCBF,1,1,0.00452803,1449,57,9.21099,566,566,2,-0.00224995,0.00249477,0,0,0.0305537,0.0503796
2,bookshelf_tall,9,VAMP,1,1,2.7381e-05,332,6,7.96443,5,400,4,-0.00224995,0.00249477,0,0,0,0
2,bookshelf_tall,10,isSafe,1,1,0.00120856,1323,18,15.7543,10,789,1,-3.43804e-05,0.00249477,0,0,0,0
2,bookshelf_tall,10,bubbleCBF,1,1,0.000958531,320,10,8.41601,539,539,1,-3.43804e-05,0.00249477,0,0,0.029777,0.0375
2,bookshelf_tall,10,VAMP,1,1,8.9062e-05,2534,13,7.97799,5,400,4,-0.00124797,0.00249477,0,0,0,0
2,bookshelf_tall,11,isSafe,1,1,0.00152534,1668,20,9.53113,6,478,0,0.00215429,0.00249477,0,0,0,0
2,bookshelf_tall,11,bubbleCBF,1,1,0.00311645,1064,23,19.8614,1268,1268,7,-0.00357145,0.00249477,0,0,0.0327304,0.0394737
2,bookshelf_tall,11,VAMP,1,1,0.000111794,2739,18,17.9648,10,900,3,-3.85739e-05,0.00249477,0,0,0,0
2,bookshelf_tall,15,isSafe,1,1,0.0118738,12941,144,13.3566,8,669,5,-0.00150203,0.00249477,0,0,0,0
2,bookshelf_tall,15,bubbleCBF,1,1,0.00141638,474,35,12.0124,791,791,0,0.000805968,0.00249477,0,0,0.0309975,0.035865
2,bookshelf_tall,15,VAMP,1,1,0.000271873,7446,38,11.1067,8,557,0,0.00341422,0.00249477,0,0,0,0
2,bookshelf_tall,17,isSafe,1,1,0.000738212,792,12,12.5389,8,628,0,0.000965609,0.00249477,0,0,0,0
2,bookshelf_tall,17,bubbleCBF,1,1,0.00287151,946,25,15.5907,939,939,0,0.000813441,0.00249477,0,0,0.0319049,0.0634249
2,bookshelf_tall,17,VAMP,1,1,6.1821e-05,1428,11,12.045,8,604,0,0.000965609,0.00249477,0,0,0,0
2,bookshelf_tall,19,isSafe,1,1,0.00100419,1105,15,10.0269,7,503,0,0.00210318,0.00249477,0,0,0,0
2,bookshelf_tall,19,bubbleCBF,1,1,0.000681008,250,8,7.33514,467,467,2,-0.000271103,0.00249477,0,0,0.0305553,0.02
2,bookshelf_tall,19,VAMP,1,1,7.9228e-05,2854,11,9.68477,6,486,1,-1.79397e-05,0.00249477,0,0,0,0
2,bookshelf_tall,22,isSafe,1,1,0.0107014,11708,135,21.0656,12,1055,0,0.00263219,0.00249477,0,0,0,0
2,bookshelf_tall,22,bubbleCBF,1,1,0.00153579,556,16,13.6124,856,856,0,0.000190063,0.00249477,0,0,0.0320127,0.0809353
2,bookshelf_tall,22,VAMP,1,1,0.00148128,46481,188,23.5799,13,1180,3,-0.00365524,0.00249477,0,0,0,0
2,bookshelf_tall,23,isSafe,1,1,0.000375822,386,7,8.96868,6,450,0,0.00424879,0.00249477,0,0,0,0
2,bookshelf_tall,23,bubbleCBF,1,1,0.000809559,275,21,8.91032,581,581,0,0.00085072,0.00249477,0,0,0.0358206,0.0581818
2,bookshelf_tall,23,VAMP,1,1,4.4003e-05,795,9,12.3993,8,621,0,0.000976529,8.41401e-05,0,0,0,0
2,bookshelf_tall,28,isSafe,1,1,0.00127764,1375,17,15.4806,9,776,14,-0.000912327,0.00249477,0,0,0,0
2,bookshelf_tall,28,bubbleCBF,1,1,0.00114709,405,11,11.0244,660,660,0,0.00164518,0.00249477,0,0,0.0452696,0.251852
2,bookshelf_tall,28,VAMP,1,1,0.000109676,3452,18,14.4571,9,724,0,0.00290802,0.00249477,0,0,0,0
2,bookshelf_tall,29,isSafe,1,1,0.00195631,2144,25,11.5304,7,578,1,-0.00125823,0.00249477,0,0,0,0
2,bookshelf_tall,29,bubbleCBF,1,1,0.000940265,336,43,7.04187,468,468,0,0.00136666,0.00249477,0,0,0.0300507,0.0535714
2,bookshelf_tall,29,VAMP,1,1,7.9051e-05,1284,11,9.49945,6,476,0,0.000701739,0.00102305,0,0,0,0
2,bookshelf_tall,33,isSafe,1,1,0.00797394,8918,70,9.29662,6,466,6,-0.0025334,0.00249477,0,0,0,0
2,bookshelf_tall,33,bubbleCBF,1,1,0.000135182,57,5,5.21163,298,298,14,-0.00699744,0.00249477,0,0,0.0914322,0.315789
2,bookshelf_tall,33,VAMP,1,1,0.00013986,5064,20,6.71679,5,337,8,-0.00369056,0.00249477,0,0,0,0
2,bookshelf_tall,36,isSafe,1,1,0.00417964,4665,53,18.6238,11,933,8,-0.00390811,0.00249477,0,0,0,0
2,bookshelf_tall,36,bubbleCBF,1,1,0.00199339,677,29,12.5588,801,801,3,-0.000514886,0.00249477,0,0,0.0304398,0.0649926
2,bookshelf_tall,36,VAMP,1,1,0.000419735,12958,62,14.0612,9,705,0,0.00129606,0.00249477,0,0,0,0
2,bookshelf_tall,40,isSafe,1,1,0.0286114,30606,362,13.2715,8,665,7,-0.00331478,0.00249477,0,0,0,0
